artist,track,album,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Various Artists,Throw Your Arms Around Me,Crucible - The Songs of Hunters & Collectors,2013-09-27,[],238253.0,52.0,0.379,0.458,4.0,-8.101,1.0,0.0279,0.6990000000000001,0.0,0.333,0.469,105.632,4.0
Haken,Because It's There,The Mountain,2013-09-17,"['jazz metal', 'progressive metal', 'symphonic rock']",263893.0,35.0,0.29,0.436,7.0,-8.555,1.0,0.0307,0.109,5.04e-05,0.116,0.0656,103.782,4.0
Dawes,We’re All Gonna Die (live From An Evening With Dawes),We're All Gonna Live,2017-02-14,"['alternative country', 'deep new americana', 'indie folk', 'indie rock', 'modern folk rock', 'new americana', 'roots rock', 'stomp and holler']",294228.0,19.0,0.397,0.611,0.0,-7.728,1.0,0.0344,0.314,0.000206,0.642,0.391,140.855,4.0
Bassnectar,"Rising, Rising - Bassnectar Remix",Unlimited,2016-06-17,"['breakbeat', 'brostep', 'edm', 'electro house', 'electronic trap', 'escape room', 'glitch hop']",312000.0,36.0,0.35600000000000004,0.565,9.0,-8.311,0.0,0.0321,0.536,0.0764,0.0811,0.0395,105.01,3.0
The Cure,Pictures Of You - 2010 Remaster,Disintegration (Deluxe Edition),1989-05-02,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock']",448466.0,58.0,0.484,0.7759999999999999,9.0,-6.48,1.0,0.0312,0.00371,0.109,0.131,0.495,171.935,4.0
A.r. Rahman,Kahin To,Jaane Tu... Ya Jaane Na,2008-05-21,"['desi pop', 'filmi', 'modern bollywood']",303206.0,56.0,0.61,0.4920000000000001,10.0,-7.55,1.0,0.0261,0.334,6.3e-06,0.0979,0.165,90.984,4.0
Portishead,Mysterons - Live,Roseland NYC Live,1998-01-01,"['art pop', 'electronica', 'laboratorio', 'trip hop']",342333.0,36.0,0.413,0.66,6.0,-6.792999999999998,1.0,0.0788,0.413,1.4300000000000004e-05,0.731,0.304,164.102,4.0
Various Artists,"Playing With The Boys - From ""top Gun"" Original Soundtrack",Top Gun - Motion Picture Soundtrack (Special Expanded Edition),1999-01-01,[],239266.0,56.0,0.638,0.87,2.0,-7.93,1.0,0.0362,0.0885,8.96e-06,0.116,0.892,141.674,4.0
Porcupine Tree,Normal - Live,Anesthetize,2010,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",433293.0,32.0,0.333,0.628,9.0,-12.632,0.0,0.0344,0.0415,0.0472,0.934,0.307,116.212,5.0
Nothing But Thieves,Is Everybody Going Crazy?,Is Everybody Going Crazy?,2020-03-18,"['alternative pop rock', 'modern alternative rock', 'modern rock', 'rock']",237053.0,67.0,0.621,0.6659999999999999,6.0,-7.079,1.0,0.0544,0.000499,0.0768,0.0797,0.579,123.974,4.0
Daniel Ferri,Something Just Like 1-800,Something Just Like 1-800,2017-10-21,[],223724.0,15.0,0.386,0.324,5.0,-16.293,0.0,0.0367,0.858,5.31e-06,0.141,0.363,99.272,4.0
Houses,Fast Talk - Still Woozy Remix,Drugstore Heaven (Remixes),2019-03-22,['chillwave'],187533.0,47.0,0.6459999999999999,0.374,2.0,-11.433,1.0,0.05,0.408,0.142,0.0907,0.376,139.923,4.0
Tommy Emmanuel,The Finger Lakes - Itunes Exclusive Bonus Track,The Mystery,2006-08-22,"['fingerstyle', 'instrumental bluegrass', 'jazz guitar']",185866.0,31.0,0.365,0.322,11.0,-16.42,0.0,0.0323,0.76,0.872,0.105,0.361,115.611,4.0
Korey Dane,Blood On The Mattress (feat. Zella Day),Blood on the Mattress (feat. Zella Day),2017-11-17,[],177191.0,32.0,0.6409999999999999,0.422,8.0,-6.962999999999999,1.0,0.0272,0.8490000000000001,0.000218,0.123,0.269,127.068,4.0
Various Artists,Sound Of Destiny Live At Campus Fes,AQUAPLUS VOCAL COLLECTION VOL.9,2014-11-19,[],250853.0,24.0,0.6559999999999999,0.912,11.0,-6.233,0.0,0.041,0.00363,0.000239,0.243,0.861,121.986,4.0
フランシュシュ,徒花ネクロマンシー - Album Ver.,ゾンビランドサガ フランシュシュ The Best,2019-11-27,['anime'],248213.0,44.0,0.375,0.982,0.0,-1.2819999999999998,1.0,0.234,0.31,0.0,0.389,0.413,84.083,4.0
Various Artists,Yonde Mirakurun!,Yuruyuri♪♪ 2nd. Series Best Album Yuruyu Rhythm♪2,2017-03-23,[],213493.0,11.0,0.6920000000000001,0.979,7.0,-2.275,1.0,0.109,0.0317,0.000305,0.185,0.679,90.027,4.0
物語シリーズ,Ai Wo Utae,Utamonogatari Special Edition (Original Soundtrack),2018-11-02,"['anime', 'otacore']",252720.0,30.0,0.339,0.936,7.0,-2.269,1.0,0.122,0.04,0.00241,0.152,0.594,93.794,4.0
Various Artists,West Coast,triple j Like A Version,2017-09-29,[],205666.0,44.0,0.606,0.504,6.0,-8.072000000000001,0.0,0.0517,0.371,0.00108,0.114,0.28800000000000003,82.275,5.0
Various Artists,Pride,Nip/Tuck Original Soundtrack,2004,[],378866.0,26.0,0.297,0.885,9.0,-8.47,1.0,0.235,0.313,0.0101,0.941,0.273,168.817,4.0
Various Artists,Kehna Hi Kya - Bombay / Soundtrack Version,Bombay,1994-01-01,[],353893.0,50.0,0.693,0.268,9.0,-15.606,0.0,0.0774,0.682,0.0,0.0658,0.5870000000000001,127.056,4.0
Various Artists,"Hum Hain Iss Pal Yahan (from ""kisna"")",Perfect 10: Love Story,2012-01-20,[],298453.0,27.0,0.579,0.51,6.0,-10.349,0.0,0.0313,0.698,4.55e-05,0.16,0.389,103.96,4.0
Trent Reznor And Atticus Ross,The Melting Pot,Before the Flood (Music from the Motion Picture),2016-10-28,['soundtrack'],125543.0,21.0,0.174,0.123,11.0,-18.812,1.0,0.0369,0.294,0.889,0.108,0.0308,110.807,4.0
Various Artists,"Lagrima - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",The Magic Strings Of Frankie Presto: A Musical Companion,2015-11-06,[],122840.0,9.0,0.461,0.16399999999999998,4.0,-19.058,1.0,0.0809,0.961,0.923,0.105,0.462,73.505,4.0
Lite / Mouse On The Keys,Saigo No Bansan,Split EP,2016-09-30,[],240725.0,16.0,0.348,0.6509999999999999,8.0,-7.851,1.0,0.0805,0.192,0.413,0.114,0.0667,160.329,4.0
阿保 剛,Gate Of Steiner,TVアニメ『シュタインズ・ゲート ゼロ』オリジナル・サウンドトラック,2018-09-19,"['anime score', 'japanese vgm']",254773.0,43.0,0.409,0.612,2.0,-6.437,0.0,0.0361,0.199,9.36e-06,0.14400000000000002,0.3670000000000001,147.886,4.0
Calvin Harris,We’ll Be Coming Back,We’ll Be Coming Back (feat. Example),2012-07-29,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",234360.0,17.0,0.596,0.952,7.0,-4.364,1.0,0.0873,0.00131,0.0,0.598,0.5710000000000001,127.945,4.0
Stoop Kids,Tucked In,Already Out of Time,2015-01-20,['new orleans indie'],163924.0,34.0,0.69,0.703,1.0,-5.278,1.0,0.136,0.00812,0.0,0.159,0.74,91.988,4.0
Nina Simone,Sinnerman - Live In New York/1965,Pastel Blues,1965-10-01,"['jazz blues', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",622000.0,65.0,0.436,0.5429999999999999,11.0,-13.351,0.0,0.0962,0.654,9.35e-06,0.0937,0.6629999999999999,148.282,4.0
Jaymes Young,Wondering - Ep Version,Dark Star,2013-09-10,"['indie poptimism', 'modern rock', 'pop']",262813.0,37.0,0.68,0.362,0.0,-11.732,1.0,0.0318,0.105,7.43e-06,0.0773,0.17800000000000002,109.996,4.0
Rhian Sheehan,Borrowing The Past - Hammock Remix,"Recollections, Vol. 1",2020-04-24,"['compositional ambient', 'nz electronic', 'oceania soundtrack']",382382.0,19.0,0.16699999999999998,0.42,8.0,-12.457,1.0,0.039,0.136,0.934,0.374,0.0372,127.749,4.0
Haddaway,"What Is Love - 7"" Mix",The Album,1993-09-13,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",270373.0,69.0,0.6829999999999999,0.772,7.0,-7.907,0.0,0.0311,0.0222,0.0149,0.203,0.737,123.871,4.0
Various Artists,Jhoom R&b Mix,Jhoom - Ali Zafar (Original),2011-02-14,[],295862.0,26.0,0.633,0.397,2.0,-11.569,1.0,0.0738,0.742,2.56e-05,0.0844,0.626,79.913,4.0
A R I Z O N A,Where You Are,ASYLUM,2019-10-11,"['edm', 'electropop', 'indie poptimism', 'indietronica', 'pop', 'tropical house']",168305.0,49.0,0.6970000000000001,0.59,0.0,-6.912000000000001,1.0,0.0273,0.0109,0.000225,0.126,0.18600000000000005,99.987,4.0
Ry Cuming,Always Remember Me (feat. Sara Bareilles),Ry Cuming,2010-07-16,[],201026.0,35.0,0.405,0.141,4.0,-13.358,1.0,0.0332,0.901,0.000311,0.107,0.35200000000000004,98.91,4.0
Marconi Union,Weightless Part 1,Weightless (Ambient Transmission Vol. 2),2012,['ambient'],486840.0,63.0,0.0783,0.206,2.0,-20.611,0.0,0.0337,0.8640000000000001,0.838,0.179,0.0807,80.34100000000002,5.0
Harris Jayaraj,Chilipiga,Orange,2010-10-25,"['deep indian pop', 'filmi', 'modern bollywood', 'tamil pop']",328617.0,41.0,0.657,0.458,0.0,-10.035,1.0,0.0272,0.409,1.67e-06,0.157,0.339,93.484,4.0
Lijo George-dj Chetas,Chogada (unplugged),Loveyatri - A Journey Of Love,2018-10-03,[],240243.0,47.0,0.293,0.402,4.0,-6.558,1.0,0.0283,0.815,0.0,0.13699999999999998,0.284,97.014,4.0
M. Jayachandran,Vaanaville,Koode (Original Motion Picture Soundtrack),2018-06-15,['mollywood'],281526.0,19.0,0.514,0.363,0.0,-12.465,1.0,0.0395,0.4920000000000001,0.00034500000000000004,0.0772,0.198,81.74600000000002,4.0
Various Artists,Pal Bhar (chaahunga Reprise),Half Girlfriend,2017-04-30,[],274537.0,42.0,0.611,0.536,10.0,-8.096,0.0,0.0305,0.746,2.84e-06,0.0824,0.223,99.988,4.0
Anup Rubens,Teluse Nuvvu Ravani,Oka Laila Kosam,2014-08-23,"['deep indian pop', 'tollywood']",221993.0,30.0,0.6609999999999999,0.35,0.0,-10.768,0.0,0.0356,0.823,0.0,0.0668,0.398,124.909,4.0
Sai Karthik,Anthe Kada Mari,Lover,2018-06-24,['tollywood'],283500.0,17.0,0.64,0.527,8.0,-6.934,0.0,0.03,0.5770000000000001,2.55e-06,0.1,0.47,99.959,4.0
Jagjit Singh,Ghazab Kiya,Ghazal Maestros,2014-05-31,"['classic bollywood', 'desi pop', 'filmi', 'ghazal', 'modern bollywood', 'sufi']",362083.0,6.0,0.56,0.318,1.0,-10.377,1.0,0.0291,0.838,0.000285,0.14800000000000002,0.565,88.0,4.0
Amit Trivedi,Jaisi Teri Marzi,Manmarziyaan (Original Motion Picture Soundtrack),2018-09-13,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",230239.0,26.0,0.594,0.6609999999999999,7.0,-6.1629999999999985,1.0,0.037000000000000005,0.402,0.0,0.238,0.276,83.005,4.0
Mickey J. Meyer,Nijanga Nenena,Kothabangarulokam,2008-08-30,['deep indian pop'],319164.0,39.0,0.7140000000000001,0.464,7.0,-11.545,1.0,0.0483,0.845,0.00428,0.0833,0.511,129.935,4.0
Anup Jalota,Umar Ka Panchhi Udta Jaa,Bhajan Teerth Vol. 1,1988,"['bhajan', 'filmi', 'ghazal', 'sufi']",317026.0,0.0,0.4920000000000001,0.583,2.0,-11.732,1.0,0.0401,0.929,0.263,0.117,0.579,80.362,4.0
Portishead,Glory Box - Live,Roseland NYC Live,1998-01-01,"['art pop', 'electronica', 'laboratorio', 'trip hop']",337200.0,46.0,0.43,0.705,3.0,-5.409,0.0,0.0339,0.149,5.08e-05,0.838,0.182,118.781,4.0
Ride,Not Fazed - 2001 Remaster,Going Blank Again (Expanded),1992-03-09,"['alternative rock', 'britpop', 'chamber psych', 'dream pop', 'garage psych', 'new wave', 'noise pop', 'nu gaze', 'oxford indie', 'shoegaze']",263706.0,25.0,0.444,0.95,2.0,-5.365,1.0,0.0486,9.51e-06,0.726,0.308,0.665,122.346,4.0
Various Artists,After The Gold Rush,The Bridge School Concerts 25th Anniversary Edition,2011-10-21,[],224586.0,43.0,0.412,0.213,5.0,-10.743,1.0,0.0279,0.93,0.0,0.738,0.217,94.516,4.0
A R I Z O N A,"Cross My Mind - Live From Arizona…the State, Not The Band",Cross My Mind: The Mixtape,2017-08-18,"['edm', 'electropop', 'indie poptimism', 'indietronica', 'pop', 'tropical house']",262328.0,25.0,0.5710000000000001,0.89,0.0,-5.381,1.0,0.0456,0.00186,0.0071,0.963,0.223,92.899,4.0
Novelists Fr,5:12 Am,Souvenirs,2015-11-06,['metalcore'],256788.0,34.0,0.265,0.883,4.0,-4.948,0.0,0.0556,0.0978,0.501,0.2,0.206,126.774,4.0
Mark Ronson,Uptown Funk (feat. Bruno Mars),Uptown Special,2015-01-12,"['dance pop', 'pop']",269666.0,82.0,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.149999999999999e-05,0.0344,0.928,114.988,4.0
Bryan Adams,"She's Only Happy When She's Dancin' - Live At Rock Werchter, Belgium/1988",Live! Live! Live!,1988-01-01,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",209866.0,21.0,0.361,0.948,5.0,-10.203,1.0,0.0761,0.17800000000000002,0.000132,0.972,0.264,146.003,4.0
Charlie Burg,Phillip's Bicycle - Dan Sagher Remix,"One, Violet",2017-09-18,"['ann arbor indie', 'bedroom soul', 'indie cafe pop', 'indie pop', 'indie r&b', 'indietronica']",269449.0,28.0,0.755,0.434,3.0,-8.381,1.0,0.0647,0.13,0.149,0.0548,0.358,130.037,4.0
Belle & Sebastian,"Little Lou, Ugly Jack, Prophet John",Write About Love,2010-10-12,"['alternative rock', 'anti-folk', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'twee pop']",273973.0,32.0,0.555,0.395,3.0,-10.507,1.0,0.0342,0.453,1e-06,0.158,0.278,146.661,4.0
Anathema,Untouchable (part 1) - Live,A Sort of Homecoming,2015-10-30,"['gothic metal', 'progressive doom', 'progressive metal']",389756.0,28.0,0.424,0.525,11.0,-9.038,0.0,0.0357,0.365,1.27e-06,0.715,0.35200000000000004,119.572,4.0
Portishead,Sour Times - Live,Roseland NYC Live,1998-01-01,"['art pop', 'electronica', 'laboratorio', 'trip hop']",319160.0,42.0,0.292,0.677,1.0,-5.245,0.0,0.0307,0.00192,3.1e-05,0.701,0.202,80.632,4.0
Elliott Smith,"Some Song - Live At Umbra Penumbra - September 17th, 1994","Some Song (Live at Umbra Penumbra - September 17th, 1994)",2020-06-30,"['alternative rock', 'anti-folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'singer-songwriter']",176178.0,29.0,0.626,0.366,0.0,-10.141,1.0,0.0625,0.394,0.0,0.174,0.359,107.016,4.0
The Last Shadow Puppets,The Meeting Place,The Age Of The Understatement,2008-05-06,"['baroque pop', 'indie rock', 'modern rock', 'rock', 'sheffield indie']",237960.0,44.0,0.262,0.624,9.0,-8.486,0.0,0.0388,0.0224,0.000403,0.235,0.303,81.555,4.0
Shankar-ehsaan-loy,Socha Hai,Rock On,2010-02-16,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",246131.0,48.0,0.593,0.773,2.0,-5.591,1.0,0.0339,0.722,0.0,0.117,0.561,133.975,4.0
Shankar-ehsaan-loy,Rock On!!,Rock On,2010-02-16,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",231819.0,49.0,0.747,0.8490000000000001,7.0,-5.916,1.0,0.0581,0.175,1.23e-06,0.126,0.6709999999999999,113.034,4.0
A.r. Rahman,Hey Kaala Bandar,Delhi-6,2009-01-19,"['desi pop', 'filmi', 'modern bollywood']",350937.0,31.0,0.845,0.557,10.0,-9.256,0.0,0.0469,0.00545,8.53e-05,0.0734,0.481,115.991,4.0
Sticky Fingers,Clouds & Cream,Caress Your Soul,2013-03-08,"['australian reggae fusion', 'reggae fusion']",174346.0,57.0,0.659,0.89,6.0,-8.446,1.0,0.057,0.0816,2.69e-05,0.112,0.612,90.005,4.0
Various Artists,"Home Again - From ""queen Of Katwe""/soundtrack Version",Acoustic Live Lounge,2019-03-22,[],212373.0,21.0,0.524,0.321,9.0,-11.452,0.0,0.032,0.7020000000000001,0.0,0.124,0.27,85.32799999999997,4.0
Various Artists,"Flightless Bird, American Mouth - Wedding Version",The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),2011-11-04,[],267120.0,52.0,0.245,0.242,4.0,-12.963,1.0,0.0318,0.965,0.008329999999999999,0.271,0.138,135.714,3.0
Various Artists,If I Lose Myself - Alesso Vs Onerepublic,Fitness Beats,2020-08-26,[],225072.0,0.0,0.534,0.848,2.0,-5.4129999999999985,1.0,0.0488,0.16,7.27e-06,0.116,0.152,127.946,4.0
Handsome Ghost,Reckless Lover - Acoustic,Reckless Lover (Acoustic),2018-03-09,"['hopebeat', 'indie anthem-folk', 'indie electropop', 'indie poptimism', 'indiecoustica', 'indietronica', 'nyc pop']",240579.0,49.0,0.633,0.222,10.0,-10.380999999999998,1.0,0.0301,0.855,0.0,0.107,0.61,111.411,4.0
The Animals,House Of The Rising Sun,The Animals,1964-01-01,"['album rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'protopunk', 'psychedelic rock', 'rock']",271280.0,71.0,0.295,0.584,9.0,-6.6960000000000015,0.0,0.0345,0.000385,0.218,0.0996,0.228,117.2,3.0
Blonde Redhead,Dr Strangeluv,23,2007-04-10,"['art pop', 'dance-punk', 'dream pop', 'indie rock', 'shoegaze']",289106.0,26.0,0.562,0.835,4.0,-4.849,0.0,0.0305,0.0487,0.667,0.0733,0.487,126.739,4.0
Various Artists,Song Of The Sea,Song Of The Sea (Original Motion Picture Soundtrack),2014-01-01,[],162866.0,42.0,0.426,0.328,2.0,-13.076,0.0,0.0286,0.941,0.227,0.0981,0.374,83.991,4.0
Various Artists,Lost Stars,Begin Again - Music From And Inspired By The Original Motion Picture,2014-07-01,[],240186.0,58.0,0.531,0.322,1.0,-8.824,1.0,0.0265,0.6559999999999999,1.1e-06,0.112,0.309,81.986,4.0
Various Artists,Coming Up Roses,Begin Again - Music From And Inspired By The Original Motion Picture,2014-07-01,[],192200.0,52.0,0.477,0.7659999999999999,1.0,-5.323,1.0,0.0511,0.0572,0.000109,0.32,0.575,141.375,4.0
Lianne La Havas,What You Don't Do - Tom Misch Remix,What You Don't Do (Tom Misch Remix),2015-08-07,"['british soul', 'indie r&b', 'indie soul', 'neo soul', 'soul']",229958.0,56.0,0.7040000000000001,0.511,10.0,-6.778,0.0,0.131,0.334,0.13699999999999998,0.113,0.454,93.989,4.0
Clint Mansell,Starry Starry Night,Loving Vincent (Original Soundtrack Album),2017,"['british soundtrack', 'compositional ambient', 'scorecore', 'soundtrack']",283504.0,42.0,0.321,0.282,7.0,-13.227,1.0,0.037000000000000005,0.931,0.0,0.118,0.161,88.149,4.0
10 Years,Now Is The Time (ravenous),Feeding The Wolves (Deluxe Version),2010-01-01,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",231160.0,39.0,0.414,0.893,6.0,-5.792999999999998,1.0,0.0482,0.00047,0.0,0.191,0.52,173.963,4.0
Example,Kids Again - Radio Edit,Live Life Living,2014-08-12,"['dance pop', 'grime', 'hip house', 'house', 'tropical house', 'uk dance']",192160.0,17.0,0.512,0.908,0.0,-3.788,0.0,0.0481,0.008490000000000001,0.0,0.33,0.482,127.953,4.0
Sing Like The Famous!,"Tapout (instrumental Karaoke) [originally Performed By Rich Gang Feat. Lil Wayne, Birdman, Mack Maine, Nicki Minaj & Future]","Tapout (Instrumental Karaoke) [Originally Performed by Rich Gang Feat. Lil Wayne, Birdman, Mack Maine, Nicki Minaj & Future]",2013-10-17,[],314953.0,0.0,0.743,0.509,7.0,-9.968,0.0,0.0441,0.008620000000000001,0.8270000000000001,0.111,0.28300000000000003,144.031,5.0
A.r. Rahman,Aur Ho,Rockstar,2011-10-01,"['desi pop', 'filmi', 'modern bollywood']",332410.0,49.0,0.4370000000000001,0.373,5.0,-8.4,0.0,0.0314,0.215,0.0,0.114,0.157,76.976,4.0
Shankar-ehsaan-loy,Kaisi Hai Ye Rut,Dil Chahta Hai,2001-06-22,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",328066.0,48.0,0.564,0.612,2.0,-9.119,1.0,0.0312,0.551,1.12e-05,0.0915,0.13,126.899,4.0
The F16s,Moon Child,Triggerpunkte,2016-08-08,"['chennai indie', 'indian indie', 'indian rock']",279840.0,52.0,0.606,0.713,9.0,-5.987,1.0,0.0314,0.0568,0.00262,0.0814,0.5489999999999999,120.016,4.0
Trent Reznor And Atticus Ross,Ghost Nets,Before the Flood (Music from the Motion Picture),2016-10-28,['soundtrack'],313477.0,32.0,0.299,0.0988,5.0,-27.791,0.0,0.0382,0.92,0.889,0.125,0.0355,79.767,4.0
Various Artists,Sister Friede,Dark Souls 3,2011,[],269173.0,42.0,0.18,0.28600000000000003,3.0,-12.9,1.0,0.0352,0.906,0.973,0.263,0.0953,102.89,4.0
Various Artists,Prefabricated - Soundtrack Version,Heavy Metal Soundtrack,1995-02-28,[],174493.0,21.0,0.285,0.723,9.0,-11.825,0.0,0.0675,0.00675,0.0874,0.108,0.574,95.017,4.0
Various Artists,The Demon Prince,Dark Souls 3,2011,[],207573.0,36.0,0.0734,0.451,9.0,-9.621,1.0,0.0375,0.298,0.393,0.0858,0.16,79.3,4.0
Various Artists,"Halflight, Spear Of The Church",Dark Souls 3,2011,[],244440.0,36.0,0.0808,0.303,11.0,-12.529000000000002,0.0,0.0371,0.603,0.883,0.139,0.0734,83.30799999999998,1.0
Various Artists,For The Dark Soul,Dark Souls 3,2011,[],113013.0,42.0,0.155,0.348,6.0,-12.444,1.0,0.0357,0.862,0.116,0.117,0.0477,79.873,4.0
Various Artists,Slave Knight Gael,Dark Souls 3,2011,[],338573.0,47.0,0.192,0.6990000000000001,1.0,-9.001,1.0,0.0409,0.545,0.963,0.196,0.299,110.855,3.0
Various Artists,Firelink Shrine,Dark Souls 3,2011,[],186626.0,44.0,0.152,0.129,5.0,-22.314,0.0,0.0373,0.971,0.674,0.107,0.0381,106.012,4.0
Various Artists,Twin Princes,Dark Souls 3,2011,[],194920.0,43.0,0.0754,0.443,0.0,-9.743,0.0,0.0384,0.06,0.88,0.0887,0.224,80.408,4.0
Wallows,Are You Bored Yet? (feat. Clairo),Nothing Happens,2019-03-22,"['indie pop', 'modern rock', 'rock']",178000.0,87.0,0.682,0.6829999999999999,8.0,-6.444,0.0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,4.0
Various Artists,Gitchee Gitchee Goo,Phineas and Ferb,2009-01-01,[],117840.0,52.0,0.7140000000000001,0.946,7.0,-3.54,1.0,0.08900000000000001,0.16399999999999998,0.0,0.0658,0.895,163.085,4.0
The Goo Goo Dolls,Stay With You,Greatest Hits Volume One - The Singles,2007-11-06,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",236266.0,42.0,0.433,0.868,0.0,-3.03,1.0,0.0422,0.00127,2.87e-06,0.132,0.41,139.89600000000002,4.0
Joshua Radin,High And Low (acoustic),The Fall (Deluxe),2017-01-27,"['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'pop rock', 'viral pop']",167333.0,32.0,0.508,0.311,5.0,-9.474,1.0,0.0385,0.871,0.000218,0.111,0.524,112.028,4.0
Shankar-ehsaan-loy,Tum Ho Toh,Rock On,2010-02-16,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",251277.0,48.0,0.469,0.361,0.0,-8.275,1.0,0.0293,0.785,0.00154,0.104,0.0775,111.972,4.0
Shankar-ehsaan-loy,Pichle Saat Dinon Mein (album Version),Rock On,2010-02-16,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",187942.0,46.0,0.7170000000000001,0.772,7.0,-5.852,1.0,0.0522,0.34600000000000003,1.05e-06,0.134,0.792,106.077,4.0
Shankar-ehsaan-loy,Sinbad The Sailor,Rock On,2010-02-16,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",387262.0,45.0,0.5920000000000001,0.871,0.0,-6.073,1.0,0.05,0.415,2.01e-05,0.349,0.526,134.921,4.0
Various Artists,Tere Naina,Chandni Chowk To China,2008-12-04,[],255721.0,56.0,0.758,0.377,6.0,-10.224,0.0,0.0511,0.544,7.65e-05,0.0904,0.624,139.93200000000002,4.0
A.r. Rahman,Pappu Can't Dance,Jaane Tu... Ya Jaane Na,2008-05-21,"['desi pop', 'filmi', 'modern bollywood']",264986.0,47.0,0.6679999999999999,0.746,1.0,-7.592,1.0,0.0603,0.00335,0.00031,0.0773,0.485,119.696,4.0
A.r. Rahman,Kabhi Kabhi Aditi,Jaane Tu... Ya Jaane Na,2008-05-21,"['desi pop', 'filmi', 'modern bollywood']",218836.0,60.0,0.7909999999999999,0.5579999999999999,7.0,-7.155,0.0,0.0661,0.276,0.0,0.0859,0.872,95.077,4.0
Ram Sampath,Ambarsariya,Fukrey,2013-05-14,"['filmi', 'modern bollywood', 'sufi']",248182.0,54.0,0.649,0.458,4.0,-7.6320000000000014,0.0,0.0446,0.574,0.0,0.113,0.748,180.071,4.0
Sneha Khanwalkar,Oye Lucky,Oye Lucky! Lucky Oye!,2008-10-18,['modern bollywood'],239655.0,30.0,0.944,0.74,9.0,-5.3370000000000015,0.0,0.203,0.535,1.57e-06,0.163,0.92,130.002,4.0
Sway,Flo Fashion,This Is My Demo,2006-02-06,['grime'],217843.0,20.0,0.872,0.862,6.0,-6.624,0.0,0.223,0.0101,0.0,0.0673,0.721,111.96,4.0
Radiohead,A Reminder - Remastered,OK Computer OKNOTOK 1997 2017,2017-06-23,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",232386.0,42.0,0.306,0.5,9.0,-9.837,1.0,0.0276,0.5,0.4370000000000001,0.227,0.139,76.918,3.0
Molotov Cocktail Piano,Paranoid Android - Instrumental Version,MCP Performs Radiohead: OK Computer (Instrumental Version),2017-05-19,['piano cover'],387120.0,2.0,0.336,0.201,5.0,-16.909000000000002,1.0,0.04,0.906,0.925,0.0924,0.0532,164.011,4.0
Molotov Cocktail Piano,Airbag - Instrumental Version,MCP Performs Radiohead: OK Computer (Instrumental Version),2017-05-19,['piano cover'],284101.0,1.0,0.52,0.114,9.0,-19.589,1.0,0.0325,0.963,0.8959999999999999,0.111,0.145,167.956,4.0
Muse,Uprising - Live From Teignmouth,Uprising,2009-11-16,"['modern rock', 'permanent wave', 'rock']",337060.0,25.0,0.407,0.855,2.0,-6.214,1.0,0.0559,1.3800000000000003e-05,0.818,0.948,0.264,128.23,4.0
Pritam,Kabira,Yeh Jawaani Hai Deewani,2013-03-30,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood', 'sufi']",223459.0,65.0,0.59,0.555,2.0,-6.852,1.0,0.0271,0.481,0.0,0.192,0.191,84.03200000000002,4.0
Danny Bensi,Revelation - Vinyl Version,Boy Erased (Original Motion Picture Soundtrack),2018-11-02,['soundtrack'],232147.0,31.0,0.175,0.031,5.0,-18.715,1.0,0.0377,0.93,0.00117,0.129,0.0407,76.82300000000002,5.0
Alan Gogoll,Grizzly Caterpillar (remastered),Stringscapes (Remastered),2018-04-26,"['calming instrumental', 'tassie indie']",185480.0,27.0,0.578,0.343,9.0,-15.154000000000002,0.0,0.0377,0.124,0.82,0.102,0.642,120.207,4.0
