artist,track,album,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Goldie,Inner City Life - Radio Edit,Inner City Life,1994-01-01,"['atmospheric dnb', 'big beat', 'drum and bass', 'drumfunk', 'hardcore techno', 'jungle', 'liquid funk']",231973.0,44.0,0.301,0.645,9.0,-12.35,0.0,0.0801,0.00286,0.0283,0.0588,0.0612,154.64600000000004,4.0
Gazpacho,Valerie`s Friend,Night (Remastered Edition),2007-11-05,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",390533.0,24.0,0.21,0.354,2.0,-9.191,1.0,0.0328,0.0156,8.85e-05,0.133,0.108,85.307,4.0
Yacht,Psychic City - Classixx Remix,Psychic City,2010-05-20,"['alternative dance', 'chillwave', 'dance-punk', 'electropop', 'indietronica', 'new rave', 'shimmer pop']",251380.0,51.0,0.894,0.569,2.0,-7.144,1.0,0.0406,0.0378,9.88e-05,0.0636,0.8270000000000001,110.005,4.0
Various Artists,Moral Tem Hora,"Christmas Disco, Vol. 2",2015-12-11,[],167921.0,38.0,0.8029999999999999,0.745,0.0,-7.59,1.0,0.0422,0.0135,0.00355,0.0765,0.964,123.202,4.0
Original Soundtrack,I Found A Way,Drake & Josh: Songs From & Inspired By The Hit TV Series,2005-03-08,[],179493.0,55.0,0.531,0.7659999999999999,8.0,-7.692,1.0,0.0582,0.0056,0.0,0.201,0.532,130.048,4.0
Booker T. & The M.g.'s,Green Onions,Green Onions,1962,"['blues', 'classic soul', 'funk', 'instrumental funk', 'instrumental soul', 'memphis soul', 'soul', 'southern soul']",176333.0,68.0,0.816,0.514,10.0,-8.741,1.0,0.0339,0.767,0.949,0.0899,0.912,136.83700000000002,4.0
Various Artists,Lost My Way,TVアニメ「キャロル&チューズデイ」VOCAL COLLECTION Vol.1,2019-07-31,[],320400.0,44.0,0.398,0.131,0.0,-12.505999999999998,1.0,0.0324,0.953,0.0,0.0844,0.279,98.489,4.0
Various Artists,Love Thru The Night,Rocket League (Official Game Soundtrack),2015-07-01,[],307536.0,36.0,0.648,0.575,2.0,-9.708,1.0,0.0301,0.00149,0.459,0.103,0.53,127.986,4.0
Bryan Adams,All For Love - Live - Bare Bones,Bare Bones,2010-01-01,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",204013.0,23.0,0.431,0.395,1.0,-9.503,1.0,0.0323,0.7240000000000001,0.0,0.978,0.556,82.58,4.0
Various Artists,Stuck In The Middle With You,Reservoir Dogs (Original Motion Picture Soundtrack),2009-01-01,[],203893.0,73.0,0.795,0.564,7.0,-10.482,1.0,0.0392,0.0934,0.000531,0.0631,0.961,124.166,4.0
Various Artists,Departure! (tvサイズ),TVアニメ「HUNTERxHUNTER」 キャラクターソング集 1,2012-03-07,[],83560.0,59.0,0.457,0.919,5.0,-4.454,0.0,0.0564,0.00951,0.0,0.32299999999999995,0.5489999999999999,160.075,4.0
Pritam,Ilahi,Yeh Jawaani Hai Deewani,2013-03-30,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood', 'sufi']",228982.0,56.0,0.594,0.967,9.0,-5.767,1.0,0.0857,0.166,2.54e-05,0.105,0.452,132.009,4.0
Bryan Adams,Cuts Like A Knife - Live At Hammersmith Odeon/1985,Reckless (30th Anniversary / Deluxe Edition),1984-11-05,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",338800.0,30.0,0.455,0.7609999999999999,7.0,-5.8610000000000015,1.0,0.0347,0.0354,0.0107,0.895,0.343,101.726,4.0
Marcin Przybyłowicz,Igni,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",123721.0,44.0,0.58,0.8390000000000001,10.0,-9.125,1.0,0.0362,0.0162,0.345,0.58,0.6920000000000001,129.977,4.0
Various Artists,Moons Of Evening Star,The Elder Scrolls Online Original Game Soundtrack,2014-04-02,[],332081.0,46.0,0.173,0.123,6.0,-18.068,0.0,0.0373,0.942,0.939,0.0987,0.0297,69.88,3.0
Ea Games Soundtrack,Dragon Age Inquisition Theme,Dragon Age Inquisition (Original Game Soundtrack),2014-11-17,['video game music'],172106.0,58.0,0.418,0.53,2.0,-12.674,1.0,0.0523,0.33,0.892,0.14800000000000002,0.0554,128.047,4.0
Marcin Przybyłowicz,After The Storm,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",90983.0,50.0,0.219,0.134,2.0,-15.64,0.0,0.036000000000000004,0.958,0.961,0.0934,0.0406,74.818,3.0
Various Artists,Weight Of The World - J'nique Nicole - English Version,NieR:Automata Original Soundtrack,2017-03-29,[],344506.0,49.0,0.276,0.606,0.0,-10.547,1.0,0.0832,0.6920000000000001,3.1e-05,0.112,0.157,147.60299999999995,4.0
Marcin Przybyłowicz,Aen Seidhe,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",156003.0,49.0,0.491,0.418,2.0,-12.189,1.0,0.0249,0.198,0.507,0.125,0.2,100.106,4.0
Various Artists,Dark Souls 3,Dark Souls 3,2011,[],166533.0,53.0,0.308,0.431,4.0,-11.646,0.0,0.0327,0.599,0.298,0.156,0.181,105.807,3.0
Voces8,I Was Born For This (arr. Lawson),Enchanted Isle,2019-01-18,"['british choir', 'choral', 'contemporary choir', 'vocal ensemble']",314346.0,25.0,0.173,0.0972,2.0,-20.762,0.0,0.0388,0.978,0.921,0.113,0.042,122.631,5.0
Various Artists,"Moth, Butterfly, And Torchbug",The Elder Scrolls Online Original Game Soundtrack,2014-04-02,[],342200.0,47.0,0.104,0.138,7.0,-19.111,1.0,0.0372,0.892,0.92,0.108,0.0338,90.331,5.0
Marcin Przybyłowicz,Like A Wounded Animal,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",71125.0,44.0,0.442,0.45,2.0,-11.099,0.0,0.0274,0.0995,0.000219,0.32,0.413,74.995,4.0
Various Artists,"All My Loving - From ""across The Universe"" Soundtrack",Across The Universe,2007-01-01,[],146573.0,46.0,0.459,0.498,1.0,-8.361,0.0,0.0806,0.0402,1.9e-06,0.355,0.435,116.485,4.0
Amit Trivedi,Bijlee Giregi,Manmarziyaan (Original Motion Picture Soundtrack),2018-09-13,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",221548.0,20.0,0.82,0.618,9.0,-4.561,0.0,0.0488,0.0312,4.94e-05,0.0904,0.542,131.986,4.0
Amit Trivedi,Hallaa,Manmarziyaan (Original Motion Picture Soundtrack),2018-09-13,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",289500.0,23.0,0.48,0.573,7.0,-7.211,0.0,0.0384,0.644,0.242,0.14400000000000002,0.196,120.019,4.0
Various Artists,Flying Forever,Rocket League (Official Game Soundtrack),2015-07-01,[],365483.0,40.0,0.6459999999999999,0.6759999999999999,11.0,-7.16,0.0,0.0332,0.00128,0.268,0.0676,0.675,135.015,4.0
Ellie Goulding,Lights - Single Version,Lights,2010,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",211800.0,64.0,0.6829999999999999,0.789,8.0,-6.1320000000000014,0.0,0.0353,0.0283,0.0492,0.112,0.809,120.013,4.0
Nujabes,Luv(sic.) Pt3 (feat. Shing02),Modal Soul,2005-11-11,"['chillhop', 'downtempo', 'japanese chillhop', 'jazz rap']",336866.0,59.0,0.866,0.691,5.0,-4.371,0.0,0.0478,0.727,0.503,0.0737,0.87,94.997,4.0
Beta Radio,Tongue Tied - Acoustic,All Remains,2020-03-13,"['acoustic pop', 'calming instrumental', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'new americana', 'stomp and flutter', 'stomp and holler']",185250.0,61.0,0.429,0.278,7.0,-14.927,1.0,0.0299,0.845,0.374,0.127,0.377,154.086,4.0
Various Artists,Seeing What's Next - Kev Frey Remix,"Rocket League: Official Game Soundtrack, Vol. 2",2016-07-07,[],305894.0,43.0,0.5539999999999999,0.775,1.0,-7.06,1.0,0.036000000000000004,0.00648,0.0237,0.0446,0.245,105.941,4.0
Harshit Saxena,Phir Mohabbat,Murder 2,2011-05-30,[],329851.0,55.0,0.461,0.481,0.0,-6.3889999999999985,0.0,0.0327,0.789,1.01e-06,0.127,0.262,199.807,4.0
A.r. Rahman,Dil Gira Dafatan,Delhi-6,2009-01-19,"['desi pop', 'filmi', 'modern bollywood']",336573.0,33.0,0.305,0.333,10.0,-12.624,1.0,0.0314,0.75,0.00132,0.103,0.272,114.085,4.0
A.r. Rahman,Noor,Delhi-6,2009-01-19,"['desi pop', 'filmi', 'modern bollywood']",49786.0,26.0,0.502,0.237,4.0,-17.97,1.0,0.0872,0.931,0.012,0.0945,0.177,119.967,1.0
A.r. Rahman,Dilli - 6,Delhi-6,2009-01-19,"['desi pop', 'filmi', 'modern bollywood']",214282.0,45.0,0.64,0.468,2.0,-8.056000000000001,1.0,0.0861,0.00528,1.13e-05,0.138,0.332,176.03400000000005,4.0
A.r. Rahman,Masakali,Delhi-6,2009-01-19,"['desi pop', 'filmi', 'modern bollywood']",288647.0,54.0,0.6779999999999999,0.622,5.0,-7.987999999999999,0.0,0.0695,0.138,2.32e-06,0.122,0.535,100.005,4.0
A.r. Rahman,Agar Tum Saath Ho,Tamasha,2015-10-16,"['desi pop', 'filmi', 'modern bollywood']",341054.0,66.0,0.562,0.519,3.0,-8.744,1.0,0.0326,0.557,0.000268,0.172,0.415,122.925,4.0
Various Artists,Find You,Divergent: Original Motion Picture Soundtrack,2014-01-01,[],203306.0,53.0,0.537,0.759,3.0,-5.622000000000001,1.0,0.0444,0.0267,0.0,0.0947,0.377,127.973,4.0
Train,Drops Of Jupiter (tell Me),Drops Of Jupiter,2001-03-27,"['dance pop', 'neo mellow', 'pop', 'pop rock']",259933.0,79.0,0.468,0.64,0.0,-5.862,1.0,0.0275,0.154,0.0,0.154,0.499,79.297,4.0
Rajesh Roshan,Pyar Ki Kashti Mein,Kaho Naa Pyaar Hai (Original Motion Picture Soundtrack),2000-10-01,"['classic bollywood', 'filmi']",358000.0,35.0,0.797,0.629,11.0,-12.822,1.0,0.113,0.225,0.0209,0.12,0.778,91.038,4.0
Various Artists,董小姐,摩登天空7,2012-12-01,[],313320.0,24.0,0.591,0.234,4.0,-13.549,1.0,0.0311,0.7609999999999999,6.37e-06,0.108,0.279,114.108,4.0
吴冠仑hush!,第三人稱,Everyone's Gonna Miss You,2015-01-16,[],275075.0,45.0,0.41,0.306,7.0,-10.009,1.0,0.0371,0.693,0.0,0.389,0.242,130.66,4.0
Various Artists,By Your Side,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),2010-01-01,[],296853.0,45.0,0.273,0.713,11.0,-6.524,1.0,0.0336,0.6809999999999999,0.0468,0.198,0.619,144.80100000000004,4.0
Kyle Mcevoy,Tumble’s Lullaby,Bloom,2019-09-29,['neo-classical'],212695.0,48.0,0.331,0.233,9.0,-19.701,1.0,0.0345,0.496,0.884,0.118,0.338,92.014,4.0
Radical Face,"Welcome Home, Son",Ghost,2007-03-02,"['indie folk', 'jacksonville indie', 'stomp and holler']",287634.0,66.0,0.5870000000000001,0.4970000000000001,6.0,-10.757,1.0,0.0307,0.723,0.782,0.142,0.401,144.972,3.0
Fleetwood Mac,Everywhere - 2017 Remaster,Tango In the Night (Deluxe Edition),1987-04-13,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",226653.0,79.0,0.73,0.487,4.0,-10.991,1.0,0.0303,0.258,0.01,0.0852,0.731,114.965,4.0
Various Artists,Home,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,[],211360.0,64.0,0.604,0.736,10.0,-5.596,0.0,0.0555,0.00608,0.109,0.11,0.345,118.012,4.0
Xylø,L.a. Love Song (feat. Win And Woo) - Win And Woo Remix,America (The Remixes) EP,2016-06-10,"['electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'la pop', 'pop', 'vapor soul']",188571.0,37.0,0.638,0.667,9.0,-4.944,0.0,0.0328,0.13,0.0,0.866,0.491,153.983,4.0
Christian Perret,Her Morning Elegance,1968 Un monde en révoltes,2010-06-07,[],218586.0,35.0,0.434,0.397,3.0,-11.687,1.0,0.0395,0.41,8.53e-05,0.108,0.483,119.892,4.0
Various Artists,Boombai Nagariya (living In The City),Taxi No. 9211 (Original Motion Picture Soundtrack),2006-12-01,[],199760.0,18.0,0.841,0.6409999999999999,0.0,-8.902999999999997,1.0,0.257,0.0128,2.69e-05,0.108,0.645,106.907,4.0
Various Artists,I Can't Stop Crying,Golden Age Radio: Vintage,2015-04-13,[],176666.0,42.0,0.555,0.0829,0.0,-18.573,1.0,0.0343,0.988,0.139,0.112,0.266,84.709,4.0
Various Artists,Whispering My Love,TVアニメ「キャロル&チューズデイ」VOCAL COLLECTION Vol.1,2019-07-31,[],191200.0,46.0,0.6629999999999999,0.35700000000000004,8.0,-7.08,1.0,0.0245,0.8490000000000001,0.0,0.0863,0.393,96.467,4.0
Various Artists,Someday I'll Find My Way Home,TVアニメ「キャロル&チューズデイ」VOCAL COLLECTION Vol.1,2019-07-31,[],166333.0,48.0,0.4370000000000001,0.299,5.0,-8.243,1.0,0.0308,0.8370000000000001,0.0,0.108,0.336,160.029,3.0
The Rolling Stones,Wild Horses - 2009 Mix,Sticky Fingers (Remastered),1971-04-23,"['album rock', 'british invasion', 'classic rock', 'rock']",341773.0,73.0,0.4320000000000001,0.389,7.0,-6.517,1.0,0.0255,0.687,0.0107,0.0788,0.158,139.506,4.0
The King's Singers,I’m Yours,The Best of The King's Singers,2012-09-24,"['a cappella', 'british choir', 'cambridge choir', 'choral', 'polyphony', 'vocal ensemble']",219053.0,40.0,0.5489999999999999,0.107,0.0,-16.147000000000002,1.0,0.0844,0.957,0.0,0.111,0.307,74.63,4.0
Various Artists,Jhoom,Jhoom - Ali Zafar (Original),2011-02-14,[],384992.0,36.0,0.731,0.516,0.0,-10.565,1.0,0.0354,0.34700000000000003,0.0,0.108,0.606,128.029,4.0
The Tallest Man On Earth,I’m A Stranger Now,I Love You. It's a Fever Dream.,2019-04-19,"['chamber pop', 'indie folk', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']",261440.0,49.0,0.556,0.488,0.0,-7.847,1.0,0.0336,0.773,7.99e-05,0.0991,0.516,137.352,4.0
Shankar-ehsaan-loy,Jaane Kyon Log Pyar,Dil Chahta Hai,2001-06-22,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",289386.0,45.0,0.607,0.526,4.0,-9.111,1.0,0.066,0.0185,0.00173,0.227,0.341,190.019,4.0
Shankar-ehsaan-loy,Jaane Ye Kya Hua,Karthik Calling Karthik,2010-01-18,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",242462.0,36.0,0.604,0.34700000000000003,7.0,-8.023,1.0,0.0245,0.737,2.14e-05,0.118,0.271,100.96,4.0
Atlantic String Machine,Sound & Color,The Bayfield Sessions,2019-10-04,['pei indie'],188678.0,35.0,0.175,0.209,2.0,-12.78,1.0,0.0372,0.414,0.0218,0.123,0.11,83.09899999999998,1.0
Various Artists,Heart Like Yours,If I Stay (Original Motion Picture Soundtrack) [Deluxe Version],2014-08-19,[],200560.0,56.0,0.4970000000000001,0.259,7.0,-9.782,1.0,0.033,0.879,0.0,0.102,0.338,140.11700000000002,3.0
Mr. Probz,Waves Feat. Chris Brown & T.i - Robin Schulz Remix,Waves feat. Chris Brown & T.I (Robin Schulz Remix),2014-11-11,"['dutch hip hop', 'tropical house']",190846.0,45.0,0.775,0.476,1.0,-9.459,1.0,0.0311,0.0123,3.13e-05,0.156,0.423,119.99,4.0
Blue Foundation,Eyes On Fire - Zeds Dead Remix Re-recorded,"Eyes on Fire (Re-Work, Remix & Instrumentals)",2016-06-19,"['dream pop', 'electronica']",306758.0,35.0,0.583,0.625,3.0,-8.607000000000001,0.0,0.0776,0.00643,0.00527,0.0857,0.276,144.935,4.0
Queen,Bohemian Rhapsody - 2011 Mix,A Night At The Opera (Deluxe Remastered Version),1975-11-21,"['classic rock', 'glam rock', 'rock']",354320.0,75.0,0.392,0.402,0.0,-9.961,0.0,0.0536,0.28800000000000003,0.0,0.243,0.228,143.88299999999995,4.0
We The Kings,"Check Yes, Juliet",We The Kings,2007-10-07,"['neo mellow', 'neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']",220146.0,72.0,0.35200000000000004,0.912,7.0,-4.253,1.0,0.0725,0.00197,0.0,0.193,0.35100000000000003,166.795,4.0
Various Artists,Naïve,Acoustic Rock Covers,2016-07-10,[],209204.0,18.0,0.621,0.333,7.0,-8.658999999999999,1.0,0.0418,0.6809999999999999,0.0,0.115,0.631,105.869,4.0
Busty And The Bass,"Summer - From St. James United Church, Montreal, Quebec",Summer,2020-02-14,['retro soul'],195280.0,38.0,0.348,0.37,3.0,-9.372,1.0,0.0388,0.853,1.77e-06,0.313,0.245,109.984,4.0
Ayurveda Nature Sounds,Art Of Being,"Ayurveda: Music Remedies at Home, Instant Dosha Music for Yoga and Massage",2015-03-31,[],200974.0,0.0,0.235,0.0617,8.0,-25.778,0.0,0.0306,0.99,0.198,0.126,0.0388,69.805,4.0
A.r. Rahman,Genda Phool,Delhi-6,2009-01-19,"['desi pop', 'filmi', 'modern bollywood']",168240.0,49.0,0.7340000000000001,0.355,10.0,-10.605,0.0,0.083,0.29600000000000004,0.000135,0.124,0.584,193.922,4.0
A.r. Rahman,Arziyan,Delhi-6,2009-01-19,"['desi pop', 'filmi', 'modern bollywood']",519235.0,54.0,0.5820000000000001,0.5589999999999999,9.0,-8.64,1.0,0.0479,0.297,0.0,0.135,0.6559999999999999,139.891,3.0
Tom Rosenthal,Hugging You - Acoustic,Z-Sides,2018-10-26,"['british singer-songwriter', 'indie anthem-folk', 'indie folk']",233557.0,52.0,0.4,0.037000000000000005,8.0,-20.456,1.0,0.0503,0.957,4.22e-05,0.0964,0.316,77.936,4.0
Various Artists,Nameless King,Dark Souls 3,2011,[],252546.0,40.0,0.139,0.7609999999999999,2.0,-8.667,0.0,0.0482,0.0695,0.385,0.0912,0.203,99.798,3.0
The Cranberries,Zombie - Acoustic Version,Something Else,2017-04-28,"['irish rock', 'pop rock']",241560.0,65.0,0.469,0.4270000000000001,4.0,-7.954,0.0,0.0241,0.00414,3.77e-05,0.128,0.0821,84.053,4.0
Various Artists,La Ballade,TVアニメ「キャロル&チューズデイ」VOCAL COLLECTION Vol.1,2019-07-31,[],218453.0,44.0,0.754,0.528,7.0,-10.496,0.0,0.0403,0.448,0.00257,0.0922,0.61,102.992,4.0
Various Artists,Unbreakable,TVアニメ「キャロル&チューズデイ」VOCAL COLLECTION Vol.1,2019-07-31,[],214933.0,47.0,0.525,0.525,0.0,-5.666,1.0,0.0399,0.198,0.0,0.335,0.199,79.97399999999998,4.0
Jay-z,Ni**as In Paris,Watch The Throne (Deluxe),2011-08-08,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']",219333.0,80.0,0.789,0.858,1.0,-5.542000000000002,1.0,0.311,0.127,0.0,0.349,0.775,140.02200000000002,4.0
キャロル&チューズデイ(vo.nai Br.xx&celeina Ann),Not Afraid,Polly Jean / Not Afraid,2019-08-28,[],223733.0,44.0,0.677,0.54,10.0,-8.322000000000001,1.0,0.0903,0.0328,0.0309,0.102,0.374,191.835,4.0
The Backing Tracks,"I Can't Help Myself (sugar Pie, Honey Bunch) (as Made Famous By The Four Tops)",Instrumental Tracks For Vocalists Vol. 13 - Instrumental Backing Tracks For Singers Minus Vocals,2010-05-11,[],155713.0,0.0,0.738,0.737,0.0,-10.264,1.0,0.04,0.007240000000000002,0.898,0.0656,0.978,129.045,4.0
The Goo Goo Dolls,Iris,Dizzy up the Girl,1998-09-11,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",289533.0,78.0,0.315,0.715,11.0,-8.072000000000001,0.0,0.0362,0.00125,7.97e-06,0.0942,0.4970000000000001,155.925,3.0
The Fur.​,Short Stay,Town,2018-09-30,['chinese indie'],237818.0,38.0,0.603,0.638,0.0,-10.033,1.0,0.0285,0.000176,0.224,0.103,0.757,114.989,4.0
Various Artists,Look For Sympathy,Ambient Alt Pop,2017-06-19,[],207524.0,34.0,0.511,0.272,5.0,-14.773,1.0,0.031,0.865,0.0559,0.109,0.362,83.05799999999998,4.0
Various Artists,Gate Of Steiner -main Theme-,STEINS;GATE Original Soundtrack,2010-02-26,[],227520.0,38.0,0.422,0.703,5.0,-9.048,0.0,0.0285,0.00543,0.8170000000000001,0.319,0.472,151.991,4.0
Fools Garden,Lemon Tree,Dish Of The Day,1995-01-01,['german pop rock'],191026.0,75.0,0.6629999999999999,0.475,1.0,-8.834,1.0,0.0417,0.643,0.0,0.122,0.644,143.175,4.0
Arctic Monkeys,You And I,Black Treacle,2012-01-23,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",206986.0,29.0,0.242,0.893,11.0,-6.497000000000001,0.0,0.0862,1.3e-05,0.349,0.32299999999999995,0.307,143.286,4.0
Sunwoojunga,구애 Propose,구애 Propose,2017-07-11,"['k-indie', 'korean pop']",213222.0,36.0,0.662,0.277,1.0,-8.427999999999999,1.0,0.0344,0.845,0.0,0.447,0.319,109.392,3.0
Various Artists,You’re Beautiful - Acoustic Cover,Music for the Moment: Breakfast with Mozart and Joyful Songs,2019-05-30,[],177065.0,8.0,0.66,0.183,3.0,-15.238,1.0,0.068,0.994,0.928,0.119,0.218,78.936,4.0
Dr. Dog,"The Rabbit, The Bat, & The Reindeer",Fate,2008-07-22,"['alternative rock', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'modern rock', 'philly indie', 'shimmer pop', 'stomp and holler']",209133.0,43.0,0.7190000000000001,0.828,10.0,-5.65,1.0,0.0485,0.642,0.000328,0.386,0.889,137.93,4.0
Various Artists,"If You Want To Sing Out, Sing Out",Have A Good Day,2018-09-14,[],166533.0,58.0,0.6409999999999999,0.294,0.0,-13.337,1.0,0.0366,0.5539999999999999,3.47e-05,0.11,0.89,132.709,4.0
Matt And Kim,Daylight,Grand,2009-01-20,"['brooklyn indie', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock', 'shimmer pop', 'stomp and holler']",171333.0,68.0,0.57,0.7979999999999999,9.0,-4.92,1.0,0.0323,0.102,0.000128,0.17800000000000002,0.6709999999999999,103.303,4.0
Various Artists,Run Run Run,Ocean Drive,2020-08-20,[],213306.0,0.0,0.718,0.615,4.0,-8.76,1.0,0.0325,0.369,0.181,0.334,0.224,122.026,4.0
The City Of Prague Philharmonic Orchestra,"The Immigrant (from ""the Godfather - Part Ii"")",The Godfather Trilogy: New Recordings from the Classic Scores,2001-03-13,"['classic soundtrack', 'orchestra', 'scorecore', 'theme']",168773.0,22.0,0.174,0.146,6.0,-18.658,0.0,0.0369,0.883,0.816,0.129,0.0574,85.36399999999998,3.0
The Tragically Hip,It's A Good Life If You Don't Weaken',In Violet Light (International Version),2002,"['canadian indie', 'canadian rock', 'kingston on indie', 'ontario indie', 'rock']",263893.0,26.0,0.563,0.469,8.0,-8.597000000000001,0.0,0.0254,0.243,0.00297,0.128,0.117,138.156,4.0
Various Artists,Maula Mere Maula,Anwar (Original Motion Picture Soundtrack),2006-12-01,[],364329.0,49.0,0.5479999999999999,0.737,0.0,-7.865,1.0,0.0386,0.458,0.00806,0.091,0.412,119.961,4.0
Alive!,Alive - Tribute To Krewella,Alive - Tribute to Krewella,2013-07-10,[],210546.0,2.0,0.66,0.539,9.0,-8.877,1.0,0.0335,0.0107,0.000868,0.0384,0.14,128.015,4.0
Various Artists,Back In The 90's,BoJack Horseman (Music from the Netflix Original Series),2017-09-08,[],43613.0,54.0,0.479,0.463,9.0,-7.6629999999999985,1.0,0.0306,0.654,0.0,0.292,0.649,105.189,4.0
Rebelsuns.,Portland - Single Version,Portland,2017-02-20,['indonesian indie'],221729.0,33.0,0.627,0.7929999999999999,11.0,-6.4510000000000005,1.0,0.0336,0.00272,0.0,0.335,0.6659999999999999,129.963,4.0
Kenshi Yonezu,ピースサイン,Bootleg,2017-11-01,"['anime', 'j-pop']",238533.0,73.0,0.593,0.935,10.0,-3.853,0.0,0.0684,0.00221,0.0,0.315,0.618,100.003,4.0
Trent Reznor And Atticus Ross,Huaynaputina,Before the Flood (Music from the Motion Picture),2016-10-28,['soundtrack'],399568.0,27.0,0.0854,0.114,3.0,-21.819000000000006,0.0,0.0353,0.978,0.909,0.0788,0.0395,64.15100000000001,4.0
Various Artists,Weightless,The Ambient Zone Just Music Cafe Vol 4,2012-10-29,[],480106.0,67.0,0.139,0.22,2.0,-19.974,0.0,0.0324,0.856,0.831,0.17,0.0789,71.432,5.0
Motopony,Free,Free,2017-08-25,['alternative americana'],253889.0,30.0,0.7,0.581,11.0,-5.473,1.0,0.0258,0.011,0.146,0.0918,0.473,113.003,4.0
