name,album,artist,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Liking All Your Posts,Silk,Oscar Lang,2018-05-31,['bedroom pop'],176223,38,0.63,0.317,9,-10.369,1,0.0259,0.89,0.343,0.109,0.256,79.937,4
Rounders,Do Not Lay Waste To Homes...,El Huervo,2012-04-17,[],319084,31,0.486,0.0927,6,-22.202,1,0.0273,0.792,0.814,0.104,0.0868,87.231,4
Ontario Gothic (Alternative Version),Angeltown II,Various Artists,2015-01-13,[],348264,28,0.576,0.395,1,-10.215,1,0.0252,0.968,0.902,0.109,0.233,99.985,4
Load Game,Stardew Valley (Original Game Soundtrack),ConcernedApe,2016-09-19,"['indie game soundtrack', 'video game music']",112500,35,0.599,0.352,0,-18.899,1,0.0435,0.477,0.88,0.065,0.818,111.981,4
Queen's Gardens,Hollow Knight (Original Soundtrack),Christopher Larkin,2017-02-10,"['indie game soundtrack', 'oceania soundtrack', 'video game music']",106249,47,0.369,0.152,11,-20.044,0,0.0333,0.98,0.873,0.0992,0.252,135.124,4
Queen's Gardens,Hollow Knight (Original Soundtrack),Christopher Larkin,2017-02-10,"['indie game soundtrack', 'oceania soundtrack', 'video game music']",106249,47,0.369,0.152,11,-20.044,0,0.0333,0.98,0.873,0.0992,0.252,135.124,4
Queen's Gardens,Hollow Knight (Original Soundtrack),Christopher Larkin,2017-02-10,"['indie game soundtrack', 'oceania soundtrack', 'video game music']",106249,47,0.369,0.152,11,-20.044,0,0.0333,0.98,0.873,0.0992,0.252,135.124,4
Circles,Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],120000,35,0.237,0.0102,1,-34.842,1,0.0465,0.99,0.85,0.0766,0.0398,69.743,4
In Your Hands,Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],249000,38,0.219,0.0452,5,-18.469,0,0.0443,0.865,0.00119,0.0931,0.0519,137.11,1
"Gris, Pt. 2",Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],146250,44,0.114,0.174,5,-10.252,0,0.0376,0.0214,7.51e-05,0.225,0.0515,152.765,4
Comparison,Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],60000,32,0.39,0.0305,4,-25.993,0,0.0445,0.946,0.901,0.0989,0.0324,80.02,4
Firmament,Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],432000,35,0.278,0.0036,1,-37.126,1,0.039,0.959,0.886,0.101,0.0718,79.932,4
Ascension,Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],358094,34,0.167,0.0373,7,-29.803,0,0.0464,0.84,0.956,0.0599,0.0299,127.435,4
Sparks,Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],40500,33,0.15,0.517,5,-12.313,0,0.035,0.3,0.998,0.162,0.0968,105.299,3
Unagi,Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],268000,35,0.288,0.27,4,-16.365,0,0.0369,0.0191,0.252,0.0999,0.0341,141.067,4
"Komorebi, Pt. 2",Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],72328,35,0.222,0.149,2,-20.166,1,0.0473,0.00122,0.855,0.0827,0.182,69.072,4
Rain,Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],118356,34,0.144,0.0643,9,-34.973,1,0.0479,0.971,0.994,0.0603,0.0376,139.671,1
Symmetry,Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],40500,33,0.234,0.325,5,-14.96,0,0.0376,3.82e-05,1.99e-06,0.132,0.073,80.269,4
Karasu,Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],310000,36,0.118,0.329,4,-14.997,0,0.0344,0.0309,0.82,0.0907,0.0352,85.413,5
Environments,Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],380259,37,0.105,0.0446,6,-24.594,0,0.0457,0.915,0.903,0.103,0.0371,74.108,4
Komorebi,Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],348000,39,0.171,0.0974,2,-19.077,1,0.0455,0.162,0.773,0.132,0.0391,71.528,4
Opaque,Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],34391,35,0.156,0.156,5,-22.603,0,0.0569,0.916,0.978,0.0586,0.053,62.871,4
Windmill,Gris (Original Game Soundtrack),Berlinist,2018-12-13,['video game music'],306000,39,0.293,0.0293,2,-29.976,0,0.0472,0.95,0.909,0.0808,0.0337,76.682,4
Smile,On An Island,David Gilmour,2006-03-06,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'rock', 'symphonic rock']",243266,52,0.43,0.14,0,-16.378,1,0.0286,0.759,0.000508,0.121,0.145,93.613,3
Warm Animal - Acoustic,Warm Animal (Acoustic),Sure Sure,2020-01-24,"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'vapor soul']",180104,45,0.673,0.313,5,-8.811,1,0.0383,0.581,8.16e-06,0.104,0.803,145.815,4
60km/h,60km/h,晨曦光廊,2013-12-11,"['chinese indie', 'southeast asian post-rock', 'taiwan indie']",463613,30,0.52,0.54,11,-10.345,0,0.0289,0.0579,0.752,0.304,0.0932,135.031,4
"It's Dark, It's Cold, It's Winter",In Today Already Walks Tomorrow,sleepmakeswaves,2012-08-12,"['atmospheric post-rock', 'australian post-rock', 'instrumental post-rock', 'post-rock']",285613,31,0.4,0.299,4,-17.903,1,0.0332,0.903,0.924,0.0701,0.0471,87.922,3
Revelation,Boy Erased (Original Motion Picture Soundtrack),Danny Bensi,2018-11-02,['soundtrack'],231214,54,0.15,0.173,5,-15.79,1,0.0298,0.744,0.000531,0.0685,0.0735,76.138,5
Main Theme (From Chrono Cross Original Soundtrack),Four-Force Quest : Journey to Your Favorite Video Game Melodies,Grissini Project,2020-06-01,['otacore'],144675,13,0.16,0.286,4,-14.25,0,0.0378,0.925,0.0365,0.141,0.284,175.262,3
Main Theme (From Chrono Cross Original Soundtrack),Four-Force Quest : Journey to Your Favorite Video Game Melodies,Grissini Project,2020-06-01,['otacore'],144675,13,0.16,0.286,4,-14.25,0,0.0378,0.925,0.0365,0.141,0.284,175.262,3
Main Theme (From Chrono Cross Original Soundtrack),Four-Force Quest : Journey to Your Favorite Video Game Melodies,Grissini Project,2020-06-01,['otacore'],144675,13,0.16,0.286,4,-14.25,0,0.0378,0.925,0.0365,0.141,0.284,175.262,3
Main Theme (From Chrono Cross Original Soundtrack),Four-Force Quest : Journey to Your Favorite Video Game Melodies,Grissini Project,2020-06-01,['otacore'],144675,13,0.16,0.286,4,-14.25,0,0.0378,0.925,0.0365,0.141,0.284,175.262,3
Constellations,The Winter Hexagon,Berlinist,2015-02-26,['video game music'],275535,18,0.18,0.208,2,-14.386,1,0.0354,0.917,0.191,0.109,0.115,173.786,4
Nighthawks,Endless Summer,The Midnight,2016-08-01,"['nightrun', 'popwave']",228630,41,0.721,0.597,1,-9.94,0,0.0298,0.0911,0.112,0.136,0.14,125.979,4
Nighthawks,Endless Summer,The Midnight,2016-08-01,"['nightrun', 'popwave']",228630,41,0.721,0.597,1,-9.94,0,0.0298,0.0911,0.112,0.136,0.14,125.979,4
Nighthawks,Endless Summer,The Midnight,2016-08-01,"['nightrun', 'popwave']",228630,41,0.721,0.597,1,-9.94,0,0.0298,0.0911,0.112,0.136,0.14,125.979,4
Nighthawks,Endless Summer,The Midnight,2016-08-01,"['nightrun', 'popwave']",228630,41,0.721,0.597,1,-9.94,0,0.0298,0.0911,0.112,0.136,0.14,125.979,4
Arcade Dreams,Arcade Dreams,The Midnight,2018-09-07,"['nightrun', 'popwave']",243735,47,0.455,0.476,0,-13.802,1,0.0325,0.393,0.493,0.384,0.0829,119.983,4
Days Of Thunder - Extended Mix,Days Of Thunder (Incl. PROFF Pres. Soultorque Remix),PROFF,2016-08-01,"['progressive house', 'progressive trance', 'progressive trance house', 'uplifting trance']",324000,20,0.461,0.871,0,-7.128,0,0.0383,0.000339,0.000952,0.382,0.166,162.944,4
Synthetic,Endless Summer,The Midnight,2016-08-01,"['nightrun', 'popwave']",199669,44,0.414,0.331,0,-9.546,0,0.0328,0.636,0.0,0.136,0.0932,118.585,4
Wave (Instrumental),Kids (The Instrumentals),The Midnight,2018-09-14,"['nightrun', 'popwave']",272356,40,0.596,0.764,8,-11.47,0,0.0437,0.00432,0.481,0.0832,0.0386,112.985,4
Shadows,Nocturnal,The Midnight,2017-10-14,"['nightrun', 'popwave']",387857,50,0.458,0.742,6,-6.633,0,0.0677,0.0362,2.22e-06,0.101,0.186,161.711,4
Love Lost,Conditions,The Temper Trap,2009-03-24,"['alternative dance', 'australian indie', 'indie pop', 'indietronica', 'modern rock']",212320,48,0.55,0.574,7,-7.427,1,0.0341,0.0189,0.568,0.109,0.346,122.579,4
Lollipop (Ode To Jim),Antisocialites,Alvvays,2017-09-08,"['art pop', 'indie pop', 'indie rock', 'shoegaze', 'toronto indie']",197201,42,0.276,0.93,5,-3.229,1,0.0524,0.000596,0.497,0.335,0.472,166.078,4
Your Type,Antisocialites,Alvvays,2017-09-08,"['art pop', 'indie pop', 'indie rock', 'shoegaze', 'toronto indie']",123546,42,0.208,0.922,2,-3.553,1,0.0937,0.000214,0.195,0.0693,0.292,199.809,4
Red Planet,Alvvays,Alvvays,2014-07-22,"['art pop', 'indie pop', 'indie rock', 'shoegaze', 'toronto indie']",238760,38,0.0959,0.459,4,-6.242,0,0.0365,0.0726,0.638,0.139,0.143,183.954,4
Dives,Alvvays,Alvvays,2014-07-22,"['art pop', 'indie pop', 'indie rock', 'shoegaze', 'toronto indie']",176626,38,0.23,0.657,6,-4.912,1,0.0347,0.623,0.826,0.105,0.16,120.706,3
Dives,Alvvays,Alvvays,2014-07-22,"['art pop', 'indie pop', 'indie rock', 'shoegaze', 'toronto indie']",176626,38,0.23,0.657,6,-4.912,1,0.0347,0.623,0.826,0.105,0.16,120.706,3
People Change,Edges Run,Mipso,2018-04-06,"['deep new americana', 'new americana', 'progressive bluegrass', 'stomp and holler']",212853,64,0.374,0.276,7,-14.945,1,0.0353,0.884,0.0123,0.122,0.412,80.169,4
What Kind Of Pokémon Are You?,Pokemon - 2.b.a. Master - Music From The Hit Tv Series,Pokémon,1999-06-29,['cartoon'],221053,34,0.785,0.807,7,-7.029,1,0.0991,0.175,0.0,0.0444,0.866,104.988,4
Zenzenzense - movie ver.,Your Name.,RADWIMPS,2016-08-24,"['j-pop', 'j-rock', 'japanese emo', 'visual kei']",285880,67,0.321,0.906,11,-3.967,1,0.141,0.000439,0.0,0.0862,0.641,189.776,4
Zenzenzense - movie ver.,Your Name.,RADWIMPS,2016-08-24,"['j-pop', 'j-rock', 'japanese emo', 'visual kei']",285880,67,0.321,0.906,11,-3.967,1,0.141,0.000439,0.0,0.0862,0.641,189.776,4
Zenzenzense - movie ver.,Your Name.,RADWIMPS,2016-08-24,"['j-pop', 'j-rock', 'japanese emo', 'visual kei']",285880,67,0.321,0.906,11,-3.967,1,0.141,0.000439,0.0,0.0862,0.641,189.776,4
La Costa,La Costa,Boraj,2015-12-03,['chilean indie'],306548,25,0.407,0.505,11,-12.423,1,0.0364,0.304,0.645,0.114,0.0882,99.967,4
Red Swan,Red Swan,Yoshiki,2018-10-03,[],263720,62,0.275,0.782,10,-4.689,1,0.0467,0.0521,2.25e-06,0.331,0.154,131.744,4
Red Swan,Red Swan,Yoshiki,2018-10-03,[],263720,62,0.275,0.782,10,-4.689,1,0.0467,0.0521,2.25e-06,0.331,0.154,131.744,4
Crystalline,Nocturnal,The Midnight,2017-10-14,"['nightrun', 'popwave']",362410,49,0.49,0.463,5,-8.758,0,0.0329,0.0562,0.00312,0.0848,0.0918,111.922,4
Static,Night Drive,Timecop1983,2018-05-04,"['cyberpunk', 'synthwave']",293509,48,0.358,0.73,0,-10.251,0,0.0657,0.792,0.0161,0.177,0.115,169.936,4
Walk Like an Egyptian,The Essential Bangles,The Bangles,2004,"['album rock', 'dance rock', 'europop', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock', 'synthpop']",204706,65,0.724,0.891,11,-7.818,1,0.0995,0.00344,4.66e-05,0.3,0.819,103.022,4
Walk Like an Egyptian,The Essential Bangles,The Bangles,2004,"['album rock', 'dance rock', 'europop', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock', 'synthpop']",204706,65,0.724,0.891,11,-7.818,1,0.0995,0.00344,4.66e-05,0.3,0.819,103.022,4
Odd future,Odd future,UVERworld,2018-07-27,"['j-pop', 'j-poprock', 'otacore']",225906,65,0.694,0.795,0,-4.649,0,0.0924,0.015,0.0,0.114,0.556,128.036,4
Dark Crow,Dark Crow,MAN WITH A MISSION,2019-10-13,"['anime rock', 'j-pop', 'j-poprock', 'j-rock']",278186,53,0.537,0.944,7,-4.406,1,0.0987,0.00634,0.0,0.0233,0.36,148.015,4
Galactic mermaid,TVアニメ「キャロル&チューズデイ」VOCAL COLLECTION Vol.1,Various Artists,2019-07-31,[],123533,46,0.859,0.323,7,-8.384,1,0.135,0.889,0.0,0.244,0.79,108.312,4
Round & Laundry,TVアニメ「キャロル&チューズデイ」VOCAL COLLECTION Vol.1,Various Artists,2019-07-31,[],192466,49,0.785,0.696,9,-4.764,1,0.0359,0.58,0.0,0.0527,0.821,100.926,4
Lay It All On Me,TVアニメ「キャロル&チューズデイ」VOCAL COLLECTION Vol.2,Various Artists,2019-10-30,[],254866,45,0.525,0.281,8,-10.6,1,0.0291,0.803,0.000225,0.0983,0.229,78.024,1
Tal Uno,Tal Uno,Barrie,2018-05-23,"['brooklyn indie', 'chillwave', 'electropop', 'indie rock', 'vapor soul']",267274,52,0.533,0.623,11,-8.829,0,0.0258,0.0606,0.897,0.295,0.421,109.994,4
Ruins,HAWAII,Collections Of Colonies Of Bees,2018-07-13,['milwaukee indie'],394160,32,0.66,0.36,0,-14.703,1,0.0365,0.273,0.756,0.103,0.198,125.004,4
It Hurts Until It Doesn't,When You Walk A Long Distance You Are Tired,Mothers,2016-02-26,['indie rock'],333514,44,0.497,0.541,2,-7.22,1,0.033,0.197,0.189,0.183,0.136,122.581,4
People of the Sky,Twice Removed,Sloan,1994,"['canadian indie', 'canadian rock', 'halifax indie', 'indie rock', 'power pop']",217244,32,0.491,0.838,2,-6.375,1,0.0556,0.00361,0.0877,0.329,0.643,128.813,4
Coming Over - filous Remix,Coming Over (filous Remix),James Hersey,2015-06-25,['tropical house'],198545,57,0.793,0.491,1,-11.086,1,0.0449,0.48,0.00522,0.0997,0.322,110.018,4
Coming Over - filous Remix,Coming Over (filous Remix),James Hersey,2015-06-25,['tropical house'],198545,57,0.793,0.491,1,-11.086,1,0.0449,0.48,0.00522,0.0997,0.322,110.018,4
Silhouette,Time,KANA-BOON,2015-01-21,"['j-pop', 'j-rock']",240133,75,0.436,0.934,2,-2.685,1,0.0507,1.05e-05,0.136,0.321,0.383,91.488,4
Prayer X,Sympa,King Gnu,2019-01-16,['j-pop'],195226,57,0.527,0.752,8,-6.006,0,0.28,0.423,0.0,0.181,0.542,174.114,4
Fly Me To the Moon - Instrumental Version,Neon Genesis Evangelion (Original Series Soundtrack),Shiro Sagisu,2019-06-21,"['anime score', 'japanese soundtrack']",178973,39,0.442,0.55,2,-12.907,0,0.0467,0.165,0.921,0.113,0.498,148.043,4
You Say Run,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,Yuki Hayashi,2016-07-13,"['anime score', 'japanese soundtrack', 'otacore']",228746,65,0.358,0.947,7,-5.102,1,0.0932,0.00141,0.964,0.145,0.357,87.508,4
"Bamboo Moon (As Featured in ""La Casa de Papel [Money Heist]"")","Bamboo Moon (As Featured in ""La Casa de Papel [Money Heist]"")",The Mutants,2018-03-14,[],188318,49,0.648,0.69,0,-7.11,1,0.0278,0.165,0.00579,0.39,0.509,112.024,4
The Wake of Your Life,Visuals,Mew,2017-04-28,"['danish alternative rock', 'danish rock', 'dream pop', 'melancholia']",281240,29,0.404,0.647,8,-12.012,0,0.0308,3.68e-05,0.0165,0.107,0.446,179.999,4
Fine Young Cannibals,At Mount Zoomer,Wolf Parade,2008-06-17,"['canadian indie', 'dance-punk', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'quebec indie', 'stomp and holler']",391880,47,0.597,0.611,0,-9.878,1,0.0414,0.367,0.588,0.132,0.615,117.419,4
Sick Beat,Intro Bonito,Kero Kero Bonito,2014-08-25,"['escape room', 'hyperpop', 'japanese electropop']",179090,52,0.747,0.681,7,-6.353,1,0.117,0.156,0.0,0.167,0.853,98.978,4
Trampoline,Bonito Generation,Kero Kero Bonito,2016-10-21,"['escape room', 'hyperpop', 'japanese electropop']",243840,53,0.856,0.863,10,-4.318,0,0.057,0.0525,0.0,0.384,0.673,124.998,4
Swimming,Time 'n' Place,Kero Kero Bonito,2018-10-01,"['escape room', 'hyperpop', 'japanese electropop']",199498,44,0.68,0.608,2,-5.512,1,0.029,0.686,0.0,0.0972,0.599,119.998,4
Remember When,This is Now,Mitch Murder,2013-12-24,"['filter house', 'future funk', 'synthwave']",366063,44,0.459,0.539,8,-11.551,1,0.0287,0.138,0.964,0.097,0.262,187.981,4
Cyborg Telekinetics,Retro Future,Waveshaper,2014-03-24,"['spacewave', 'synthwave']",182000,40,0.654,0.815,0,-8.106,1,0.0342,0.0703,0.0913,0.34,0.465,107.998,3
Wild Ones,Atlas,FM-84,2016-04-25,"['popwave', 'synthwave']",268536,46,0.546,0.503,4,-9.314,1,0.0366,0.0337,0.0,0.152,0.127,113.996,4
Innocence,Innerworld (Deluxe Edition),Electric Youth,2014-09-30,"['filter house', 'popwave', 'synthwave']",234120,45,0.683,0.673,3,-8.493,1,0.0249,0.125,0.586,0.0907,0.329,111.979,4
Pink Mist,GUNSHIP,Gunship,2015-07-24,['popwave'],242363,45,0.567,0.758,1,-6.51,0,0.0261,0.0139,0.00454,0.0963,0.676,140.011,4
Summer Love,Summer Love,Trevor Something,2014-05-13,"['popwave', 'synthwave']",215727,47,0.641,0.84,9,-7.827,0,0.0317,0.0299,0.768,0.129,0.397,107.951,4
New Cydonia (feat. Hayley),Midnight Signals (Original Motion Picture Score),Starcadian,2017-11-10,['synthwave'],253636,45,0.612,0.51,10,-10.539,1,0.0424,0.111,0.539,0.129,0.78,93.982,4
Girl (feat. Seawaves),"Lovers, Pt. 2",Timecop1983,2017-08-05,"['cyberpunk', 'synthwave']",299722,39,0.44,0.487,5,-10.165,1,0.0274,0.454,0.00265,0.146,0.345,150.029,4
Hot Stunner (feat. Nikki Dodds),Electric Atlantic,Phaserland,2014-11-25,['synthwave'],206000,37,0.614,0.694,5,-7.296,1,0.03,0.00699,0.0203,0.338,0.602,150.041,4
Revel in Your Time,GUNSHIP,Gunship,2015-07-24,['popwave'],247645,42,0.492,0.73,7,-7.557,1,0.0267,0.00771,0.00076,0.618,0.303,129.989,4
The Ghost,Deep Wave Data Dark Web Daemons,Trevor Something,2020-05-08,"['popwave', 'synthwave']",242672,39,0.621,0.632,1,-9.23,1,0.03,0.147,0.915,0.11,0.102,131.017,4
Dreams (feat. Dana Jean Phoenix),Journeys,Timecop1983,2014-06-10,"['cyberpunk', 'synthwave']",354821,46,0.62,0.519,0,-11.198,1,0.0418,0.129,0.763,0.126,0.15,114.955,4
1982 Space Program,Exploration 84,Waveshaper,2015-06-23,"['spacewave', 'synthwave']",272000,42,0.51,0.838,7,-7.799,1,0.0407,0.0031,0.000429,0.146,0.11,104.967,4
Ultralove,Saturdaze,Starcadian,2014-09-26,['synthwave'],314174,46,0.614,0.883,3,-5.328,0,0.0499,0.000804,0.0395,0.147,0.511,123.023,4
96 Cruisin,Unknown Frequency,Lucy In Disguise,2018-03-02,"['future funk', 'synthwave', 'vaporwave']",205414,40,0.618,0.529,5,-9.144,0,0.0464,0.301,0.877,0.105,0.377,194.006,4
The Best Thing,Innerworld (Deluxe Edition),Electric Youth,2014-09-30,"['filter house', 'popwave', 'synthwave']",235106,42,0.62,0.553,5,-9.091,0,0.0293,0.262,0.302,0.12,0.227,115.984,4
"When You Grow Up, Your Heart Dies",Dark All Day,Gunship,2018-10-05,['popwave'],349506,50,0.57,0.844,9,-5.511,0,0.0297,0.104,3.38e-05,0.0909,0.531,125.011,4
A Monster,Furi (Original Game Soundtrack),Various Artists,2016-07-05,[],259946,46,0.549,0.828,9,-5.171,1,0.0334,0.198,0.17,0.0962,0.229,104.998,4
The Life,Memory Emotion,Electric Youth,2019-08-09,"['filter house', 'popwave', 'synthwave']",269332,34,0.551,0.853,0,-5.041,1,0.0248,0.00245,0.135,0.159,0.139,103.982,4
A Million Miles Away,Astrowave - EP,FM Attack,2010-06-01,"['filter house', 'synthwave']",236842,41,0.607,0.652,1,-8.812,1,0.0356,0.61,0.936,0.0772,0.882,152.033,4
A Million Miles Away,Astrowave - EP,FM Attack,2010-06-01,"['filter house', 'synthwave']",236842,41,0.607,0.652,1,-8.812,1,0.0356,0.61,0.936,0.0772,0.882,152.033,4
The Video Game Champion,The Video Game Champion,Gunship,2018-12-21,['popwave'],255180,42,0.463,0.931,6,-5.484,1,0.0317,0.000397,0.000294,0.0534,0.611,125.029,4
Echoes In Time,Echoes In Time,Lucy In Disguise,2017-11-15,"['future funk', 'synthwave', 'vaporwave']",313326,47,0.488,0.549,0,-9.702,1,0.0332,0.218,0.862,0.104,0.0556,190.027,4
Feel the Rush Tonight,Dreamrider,Lazerhawk,2017-01-18,['synthwave'],331635,42,0.616,0.845,11,-8.972,0,0.0297,0.273,0.432,0.177,0.917,140.037,4
Kitsune,GUNSHIP,Gunship,2015-07-24,['popwave'],239339,40,0.464,0.517,6,-9.434,1,0.0254,0.0172,0.00108,0.115,0.0607,103.034,4
Arms of Mine,Left to Our Own Devices,Le Cassette,2014-07-22,"['popwave', 'synthwave']",416000,39,0.591,0.691,5,-9.739,0,0.0285,0.00517,0.728,0.347,0.561,150.002,4
Fade Away,Synthetic Love,Trevor Something,2014-01-28,"['popwave', 'synthwave']",235164,48,0.501,0.593,2,-8.771,0,0.0267,0.00695,0.564,0.122,0.216,98.996,4
He^rt,He^rt - Single,Starcadian,2012-02-14,['synthwave'],336631,46,0.55,0.526,3,-10.375,1,0.0495,0.503,0.87,0.0712,0.364,95.019,4
He^rt,He^rt - Single,Starcadian,2012-02-14,['synthwave'],336631,46,0.55,0.526,3,-10.375,1,0.0495,0.503,0.87,0.0712,0.364,95.019,4
He^rt,He^rt - Single,Starcadian,2012-02-14,['synthwave'],336631,46,0.55,0.526,3,-10.375,1,0.0495,0.503,0.87,0.0712,0.364,95.019,4
Permanent,Braille,Paul Travis,2016-07-15,[],291898,22,0.256,0.2,7,-12.548,1,0.0321,0.613,5.97e-06,0.119,0.098,159.06,3
The Fear of Losing This,If Blue Could Be Happiness,Florist,2017-09-29,"['indie folk', 'indie rock', 'small room']",233062,44,0.287,0.124,0,-20.639,1,0.04,0.904,0.879,0.115,0.159,83.254,4
Flashes,On the Corner Where You Live,The Paper Kites,2018-09-21,"['australian indie folk', 'indie anthem-folk', 'indie folk', 'neo mellow', 'stomp and holler']",244600,38,0.677,0.413,8,-13.994,1,0.0269,0.672,0.5,0.108,0.256,112.027,4
Flashes,On the Corner Where You Live,The Paper Kites,2018-09-21,"['australian indie folk', 'indie anthem-folk', 'indie folk', 'neo mellow', 'stomp and holler']",244600,38,0.677,0.413,8,-13.994,1,0.0269,0.672,0.5,0.108,0.256,112.027,4
Flashes,On the Corner Where You Live,The Paper Kites,2018-09-21,"['australian indie folk', 'indie anthem-folk', 'indie folk', 'neo mellow', 'stomp and holler']",244600,38,0.677,0.413,8,-13.994,1,0.0269,0.672,0.5,0.108,0.256,112.027,4
Torches,Torches,Aimer,2019-08-14,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']",292533,55,0.518,0.675,0,-6.625,1,0.0286,0.464,0.0,0.138,0.308,82.041,4
Mukanjyo,Mukanjyo,Survive Said The Prophet,2019-08-21,"['j-rock', 'japanese alternative rock']",192400,62,0.316,0.961,7,-4.082,1,0.129,0.00364,0.0,0.226,0.304,94.858,4
HUNTING FOR YOUR DREAM (TVサイズ),TVアニメ「HUNTERxHUNTER」 キャラクターソング集 ~天空闘技場編~,Various Artists,2012-08-22,[],80960,56,0.386,0.928,11,-3.774,1,0.0741,0.0165,0.0,0.333,0.922,176.004,4
In the lassa,Halo,Juana Molina,2017-05-05,"['argentine indie', 'electronica argentina', 'experimental pop', 'folktronica']",279017,30,0.632,0.55,0,-15.367,1,0.0334,0.781,0.887,0.111,0.556,95.59,4
Dips,I'm Not Getting Any Taller,Daisy the Great,2019-01-18,['brooklyn indie'],242584,41,0.417,0.27,0,-8.123,1,0.0496,0.725,0.0,0.114,0.412,191.904,3
Cosoco,Halo,Juana Molina,2017-05-05,"['argentine indie', 'electronica argentina', 'experimental pop', 'folktronica']",297706,26,0.604,0.608,2,-10.6,1,0.031,0.917,0.892,0.182,0.892,155.625,1
Cara de Espejo (Home Session),Cara de Espejo (Home Session),Juana Molina,2020-03-20,"['argentine indie', 'electronica argentina', 'experimental pop', 'folktronica']",397957,20,0.603,0.514,11,-11.629,0,0.0433,0.253,0.21,0.185,0.0372,168.196,4
Greenpath,Hollow Knight (Original Soundtrack),Christopher Larkin,2017-02-10,"['indie game soundtrack', 'oceania soundtrack', 'video game music']",217013,52,0.453,0.295,4,-16.465,0,0.0354,0.889,0.861,0.256,0.273,169.851,3
Kathrin With a K,Never Nothing,Super Whatevr,2018-01-19,"['alternative emo', 'anthem emo', 'modern alternative rock', 'oc indie']",267716,43,0.631,0.271,2,-10.481,1,0.028,0.609,0.0011,0.113,0.29,99.912,4
Exit Music (For a Film),Radiohead for Solo Piano,Josh Cohen,2019-12-06,[],283250,18,0.606,0.0347,11,-19.206,1,0.0471,0.993,0.895,0.106,0.0367,116.869,4
This Is Home,This Is Home,Cavetown,2015-08-03,"['bedroom pop', 'indie pop']",226073,74,0.811,0.266,7,-12.478,1,0.0406,0.56,1.05e-06,0.0962,0.211,130.044,4
I Do I Do,Blackberry Light,Charlie Mars,2012-12-04,[],248900,36,0.564,0.469,4,-10.125,1,0.0302,0.485,0.00145,0.0964,0.489,76.627,4
Hiding tonight,Submarine - Original Songs From The Film By Alex Turner,Alex Turner,2011-03-15,"['modern rock', 'rock', 'sheffield indie']",186720,46,0.543,0.122,0,-18.863,1,0.0337,0.915,0.0,0.373,0.282,99.835,4
Hiding tonight,Submarine - Original Songs From The Film By Alex Turner,Alex Turner,2011-03-15,"['modern rock', 'rock', 'sheffield indie']",186720,46,0.543,0.122,0,-18.863,1,0.0337,0.915,0.0,0.373,0.282,99.835,4
Hiding tonight,Submarine - Original Songs From The Film By Alex Turner,Alex Turner,2011-03-15,"['modern rock', 'rock', 'sheffield indie']",186720,46,0.543,0.122,0,-18.863,1,0.0337,0.915,0.0,0.373,0.282,99.835,4
Lava,Lately EP,Still Woozy,2019-05-03,"['bedroom pop', 'indie pop', 'modern rock', 'oakland indie']",157303,67,0.62,0.616,1,-10.071,1,0.143,0.304,0.00954,0.264,0.67,169.139,4
Losing To You,There Is No Love In Fluorescent Light,Stars,2017-10-13,"['canadian indie', 'indie pop', 'indie rock', 'indietronica', 'shimmer pop', 'stomp and holler']",381400,26,0.637,0.686,11,-7.612,1,0.0296,0.0575,0.0238,0.0983,0.348,95.013,4
How You Like Me Now,The House That Dirt Built,The Heavy,2009-10-05,"['bath indie', 'funk', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'rock']",217493,59,0.647,0.71,0,-4.692,1,0.029,0.000973,0.703,0.0777,0.268,110.059,4
