name,album,artist,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Waiting Phase Two,Signify (Remaster),Porcupine Tree,1996-06-01,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",375840,24,0.522,0.474,1,-14.618,0,0.0415,0.17,0.852,0.0894,0.332,93.974,4
The Sifter,Nautical Operator,Nautical Operator,2017-01-19,[],290716,6,0.683,0.568,3,-11.048,1,0.149,0.664,0.0524,0.116,0.455,157.208,4
Not The One,Hurt & The Merciless,The Heavy,2016-04-01,"['bath indie', 'funk', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'rock']",232164,27,0.732,0.919,8,-1.263,0,0.0661,0.0275,0.00031,0.0687,0.764,93.008,4
How You Like Me Now - Original,How You Like Me Now EP,The Heavy,2010-11-29,"['bath indie', 'funk', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'rock']",217493,37,0.647,0.71,0,-4.692,1,0.029,0.000973,0.703,0.0777,0.268,110.059,4
Iris,"Cover Sessions, Vol. 3",Hannah Trigwell,2014-10-07,"['channel pop', 'viral pop']",174216,36,0.387,0.253,0,-10.985,1,0.0405,0.901,1.53e-06,0.125,0.348,116.7,3
San Diego,California,blink-182,2016-07-01,"['pop punk', 'punk', 'socal pop punk']",192946,53,0.478,0.947,0,-3.644,1,0.0778,0.000816,0.0,0.394,0.524,158.004,4
Wonder,Make my story,Lenny code fiction,2018-08-22,[],311440,16,0.438,0.911,3,-4.13,1,0.0361,0.00346,0.0,0.199,0.501,159.956,4
Kageninaru,Make my story,Lenny code fiction,2018-08-22,[],288600,23,0.365,0.969,0,-3.86,1,0.0878,0.00231,0.0,0.338,0.548,174.002,4
Kageninaru,Make my story,Lenny code fiction,2018-08-22,[],288600,23,0.365,0.969,0,-3.86,1,0.0878,0.00231,0.0,0.338,0.548,174.002,4
"Wait Until Tomorrow - Live at the Nokia Theatre, Los Angeles, CA - December 2007",Where the Light Is: John Mayer Live In Los Angeles,John Mayer,2008,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",259160,48,0.49,0.908,1,-6.784,1,0.0658,0.0151,0.00147,0.699,0.738,117.948,4
"Wait Until Tomorrow - Live at the Nokia Theatre, Los Angeles, CA - December 2007",Where the Light Is: John Mayer Live In Los Angeles,John Mayer,2008,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",259160,48,0.49,0.908,1,-6.784,1,0.0658,0.0151,0.00147,0.699,0.738,117.948,4
Idioteque,Kid A,Radiohead,2000-10-01,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",309093,60,0.615,0.931,3,-7.8,1,0.24,0.0352,2.37e-05,0.0914,0.53,137.544,3
I Don't Know,"Where Will We Go, Pt. 2",Nick Hakim,2014-09-15,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'indietronica', 'neo r&b']",299839,59,0.512,0.313,2,-9.528,1,0.0392,0.722,0.0163,0.112,0.116,110.237,4
Cucurucu,First Mind,Nick Mulvey,2014-05-12,"['british singer-songwriter', 'cambridgeshire indie', 'indie anthem-folk', 'indie folk', 'indie soul', 'neo mellow']",267573,59,0.559,0.611,6,-7.932,0,0.0538,0.173,4.38e-05,0.0839,0.481,97.006,4
Teen Titans Go Theme Song,Teen World On!,Kids Superstars,2018-01-08,[],61749,43,0.566,0.939,4,-6.404,0,0.0847,0.207,0.0,0.346,0.664,169.178,4
Teen Titans Theme,Hi Hi Puffy AmiYumi,Puffy AmiYumi,1996,"['anime latino', 'j-pop', 'j-pop girl group', 'j-rock']",186440,50,0.45,0.938,0,-3.248,1,0.0729,0.029,0.000239,0.338,0.722,165.036,4
Clarity,Sounding Point,Julian Lage,2009-01-01,"['contemporary jazz', 'jazz fusion', 'jazz guitar']",354000,13,0.497,0.357,4,-15.144,1,0.0358,0.957,0.858,0.0842,0.426,114.279,4
Calder,ROOM,Nels Cline,2014-11-24,"['experimental guitar', 'free improvisation', 'jazz guitar']",273666,11,0.444,0.0875,0,-21.225,1,0.0477,0.911,0.781,0.112,0.124,115.78,4
"Bullwinkle, Pt. II",Surfers' Pajama Party (US Release),The Centurians,2005-02-08,['surf music'],136546,53,0.4,0.348,7,-15.4,0,0.037,0.773,0.78,0.0889,0.331,157.808,4
Burning In The Sun,Burning In The Sun,Blue Merle,2005-01-01,['acoustic pop'],245693,35,0.558,0.827,4,-5.234,1,0.029,0.0166,0.019,0.135,0.361,143.066,4
Knuckles (Acoustic),Stay Beautiful,Moose Blood,2016-09-08,"['alternative emo', 'anthem emo', 'emo', 'kent indie', 'modern alternative rock']",227349,49,0.565,0.356,6,-7.97,1,0.0291,0.821,0.000412,0.102,0.0942,124.809,4
Natural Disasters,Little Hell,City and Colour,2011-06-07,"['canadian folk', 'canadian indie']",228946,29,0.445,0.632,0,-7.986,1,0.0268,0.00829,2.43e-06,0.211,0.514,139.68,4
We Found Each Other in the Dark,Little Hell,City and Colour,2011-06-07,"['canadian folk', 'canadian indie']",262320,41,0.447,0.33,0,-11.626,1,0.0275,0.169,0.0,0.0777,0.2,110.172,3
Harder Than Stone - Acoustic,The Hurry and the Harm,City and Colour,2013-06-04,"['canadian folk', 'canadian indie']",227751,34,0.578,0.236,10,-14.032,1,0.0287,0.822,0.0177,0.109,0.348,154.802,4
Of Space and Time - Acoustic,The Hurry and the Harm,City and Colour,2013-06-04,"['canadian folk', 'canadian indie']",198218,32,0.607,0.336,3,-11.854,1,0.0284,0.603,8.17e-06,0.101,0.337,86.042,4
The Way It Used to Be - Bonus,The Hurry and the Harm,City and Colour,2013-06-04,"['canadian folk', 'canadian indie']",250414,40,0.548,0.301,9,-10.164,1,0.0305,0.584,0.0,0.166,0.12,96.652,4
Death's Song,The Hurry and the Harm,City and Colour,2013-06-04,"['canadian folk', 'canadian indie']",282995,34,0.54,0.434,2,-8.937,1,0.0277,0.0471,0.0,0.112,0.0974,130.037,4
The Golden State,The Hurry and the Harm,City and Colour,2013-06-04,"['canadian folk', 'canadian indie']",317968,39,0.329,0.216,10,-13.485,1,0.0307,0.289,7.1e-05,0.115,0.225,75.434,4
Ladies and Gentlemen,The Hurry and the Harm,City and Colour,2013-06-04,"['canadian folk', 'canadian indie']",245422,33,0.386,0.552,9,-8.507,0,0.0293,0.343,2.8e-05,0.124,0.256,132.612,4
Two Coins,The Hurry and the Harm,City and Colour,2013-06-04,"['canadian folk', 'canadian indie']",331582,41,0.495,0.402,8,-10.041,0,0.0283,0.00513,3.74e-05,0.0892,0.379,133.216,4
Thirst,The Hurry and the Harm,City and Colour,2013-06-04,"['canadian folk', 'canadian indie']",206502,44,0.642,0.605,6,-8.184,0,0.0428,0.00351,0.0,0.0873,0.594,120.062,4
Commentators,The Hurry and the Harm,City and Colour,2013-06-04,"['canadian folk', 'canadian indie']",214728,33,0.376,0.429,6,-9.469,0,0.0304,0.00704,2.96e-05,0.115,0.831,206.093,4
"Paradise - Live In Fredericton, NB May 8th, 2017",Guide Me Back Home (Live),City and Colour,2018-10-05,"['canadian folk', 'canadian indie']",319433,35,0.522,0.269,0,-14.127,1,0.17,0.849,0.0,0.692,0.432,129.809,4
The Lonely Life,The Hurry and the Harm,City and Colour,2013-06-04,"['canadian folk', 'canadian indie']",273582,36,0.476,0.546,7,-7.634,0,0.0269,0.00521,0.0,0.247,0.388,128.393,4
Of Space and Time,The Hurry and the Harm,City and Colour,2013-06-04,"['canadian folk', 'canadian indie']",212782,41,0.378,0.448,0,-9.724,0,0.025,0.142,0.0,0.112,0.204,84.022,4
Harder Than Stone - Acoustic,The Hurry and the Harm,City and Colour,2013-06-04,"['canadian folk', 'canadian indie']",227751,34,0.578,0.236,10,-14.032,1,0.0287,0.822,0.0177,0.109,0.348,154.802,4
Orion,Techstar,Shawn Lee's Ping Pong Orchestra,2017-11-24,['funk'],236229,11,0.56,0.896,5,-6.901,1,0.0422,0.00337,0.881,0.12,0.337,99.776,4
Orion,Techstar,Shawn Lee's Ping Pong Orchestra,2017-11-24,['funk'],236229,11,0.56,0.896,5,-6.901,1,0.0422,0.00337,0.881,0.12,0.337,99.776,4
Ride It,My Own Way (Hindi Version),Jay Sean,2008-05-01,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",188693,20,0.711,0.642,11,-5.675,0,0.117,0.244,0.0,0.502,0.725,93.928,4
Go On,Sleep Through The Static,Jack Johnson,2008,['neo mellow'],274813,58,0.744,0.318,11,-12.458,0,0.0342,0.73,0.0166,0.104,0.21,110.127,4
All At Once,Sleep Through The Static,Jack Johnson,2008,['neo mellow'],217720,58,0.628,0.353,0,-11.363,1,0.0365,0.504,0.000332,0.152,0.224,110.468,4
"Run, Don't Walk Away",Deluxe,Will Sessions,2017-04-21,['detroit indie'],368627,31,0.348,0.83,5,-6.296,0,0.102,0.195,0.162,0.153,0.678,79.998,4
The Importance of Being Idle,Don't Believe the Truth,Oasis,2005-05-31,"['beatlesque', 'britpop', 'madchester', 'modern rock', 'permanent wave', 'rock']",219826,34,0.569,0.874,9,-2.093,0,0.0329,0.0444,0.0,0.11,0.596,109.855,4
Same Mistake,All the Lost Souls,James Blunt,2007-09-17,"['neo mellow', 'pop', 'pop rock']",298186,63,0.46,0.509,10,-7.666,1,0.0263,0.466,0.000434,0.122,0.194,77.613,4
Goodbye My Lover,Back to Bedlam,James Blunt,2005-08-08,"['neo mellow', 'pop', 'pop rock']",258653,69,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,4
21st Century Breakdown,21st Century Breakdown,Green Day,2009-05-15,"['permanent wave', 'pop punk', 'punk']",309106,56,0.298,0.963,1,-3.105,1,0.0473,0.0108,0.0,0.178,0.407,114.944,4
Kings of the Weekend,California,blink-182,2016-07-01,"['pop punk', 'punk', 'socal pop punk']",176426,46,0.568,0.932,7,-2.925,1,0.0987,0.00271,0.0,0.047,0.752,88.519,4
Anthem Part Two,Take Off Your Pants And Jacket,blink-182,2001,"['pop punk', 'punk', 'socal pop punk']",227200,63,0.552,0.932,0,-3.782,1,0.0426,0.000102,0.0,0.119,0.518,103.108,4
The Music of Erich Zann,A Dollop of HP,I Monster,2017-12-01,"['downtempo', 'electronica', 'trip hop']",1110081,11,0.322,0.674,2,-11.65,1,0.171,0.27,0.000193,0.396,0.286,98.291,5
Daydream in Blue - Playdream Mix,Remixed,I Monster,2012-09-03,"['downtempo', 'electronica', 'trip hop']",277853,10,0.795,0.653,0,-5.166,0,0.0278,0.0803,0.275,0.167,0.677,100.994,4
The Garden,A Dollop of HP,I Monster,2017-12-01,"['downtempo', 'electronica', 'trip hop']",128379,9,0.376,0.554,1,-12.257,1,0.0531,0.302,0.00902,0.108,0.174,93.651,4
Sickly Suite Part Three: Gone,A Dense Swarm of Ancient Stars,I Monster,2009-03-16,"['downtempo', 'electronica', 'trip hop']",57760,12,0.274,0.113,2,-22.474,0,0.0442,0.0752,0.225,0.442,0.48,83.789,3
Lucifer You Are a Devil,Rare,I Monster,2012-09-03,"['downtempo', 'electronica', 'trip hop']",169602,15,0.383,0.836,7,-4.944,0,0.0524,0.000707,0.000199,0.75,0.631,99.624,4
Machines,Rare,I Monster,2012-09-03,"['downtempo', 'electronica', 'trip hop']",213972,6,0.547,0.955,3,-7.398,0,0.111,0.325,0.313,0.716,0.773,153.752,4
The Bradley Brothers Realise the Transmutation of the Chamberlin to the Mellotron - Instrumental,Bright Sparks (Instrumental),I Monster,2016-10-21,"['downtempo', 'electronica', 'trip hop']",223577,5,0.527,0.674,2,-8.143,0,0.0284,0.0555,0.804,0.163,0.49,127.623,4
Suicide Saturday,Dissemble,AUTOBAHN,2015-08-21,['dark post-punk'],298090,1,0.19,0.893,9,-4.499,0,0.0529,8.9e-06,0.923,0.128,0.164,119.622,4
Close to Gold (Live from Chicago),Alive In Chicago,Hippo Campus,2015-09-18,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'minneapolis indie', 'modern alternative rock', 'modern rock']",210760,18,0.291,0.693,0,-7.893,1,0.0561,0.128,3.48e-06,0.672,0.337,95.235,3
I Feel It Coming,Starboy,The Weeknd,2016-11-25,"['canadian contemporary r&b', 'canadian pop', 'pop']",269186,81,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,4
rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,2018-04-27,"['dfw rap', 'melodic rap', 'rap']",218146,87,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,4
Friendly Fires,Better Nature,Silversun Pickups,2015-09-25,"['alternative metal', 'alternative rock', 'dance-punk', 'indie pop', 'indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'rock']",328773,35,0.486,0.39,1,-8.641,1,0.0264,0.221,0.0734,0.0863,0.0478,81.98,4
Angel,Angel,Taher Shah,2016-04-08,['classic pakistani pop'],347520,11,0.597,0.536,2,-8.536,0,0.0276,0.42,0.000358,0.291,0.307,125.073,4
This Is America,This Is America,Childish Gambino,2018-05-06,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",225773,78,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,4
Rolex,Rolex,Ayo & Teo,2017-03-15,"['social media pop', 'trap']",238586,74,0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946,4
Crazy Crazy Nights,Crazy Nights,KISS,1987-09-18,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",227600,61,0.591,0.87,7,-6.381,1,0.0652,0.409,0.0,0.718,0.747,121.682,4
Crazy Crazy Nights,Crazy Nights,KISS,1987-09-18,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",227600,61,0.591,0.87,7,-6.381,1,0.0652,0.409,0.0,0.718,0.747,121.682,4
Fix Me,Colors,Beck,2017-10-13,"['alternative rock', 'anti-folk', 'modern rock', 'permanent wave', 'rock']",193393,42,0.6,0.565,0,-8.937,1,0.0222,0.0833,0.786,0.115,0.351,79.962,4
Fix Me,Colors,Beck,2017-10-13,"['alternative rock', 'anti-folk', 'modern rock', 'permanent wave', 'rock']",193393,42,0.6,0.565,0,-8.937,1,0.0222,0.0833,0.786,0.115,0.351,79.962,4
Give It Away,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,1991-09-24,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",282906,74,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,4
Give It Away,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,1991-09-24,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",282906,74,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,4
Shallow Be Thy Game,One Hot Minute (Deluxe Edition),Red Hot Chili Peppers,1995-09-12,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",273933,38,0.488,0.977,9,-4.701,1,0.0938,2.83e-05,0.105,0.082,0.48,117.067,4
Shallow Be Thy Game,One Hot Minute (Deluxe Edition),Red Hot Chili Peppers,1995-09-12,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",273933,38,0.488,0.977,9,-4.701,1,0.0938,2.83e-05,0.105,0.082,0.48,117.067,4
So Much I,Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",224440,49,0.374,0.988,4,-1.911,1,0.169,0.117,1.52e-06,0.173,0.405,149.146,4
Warlocks,Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",205733,51,0.671,0.984,7,-2.381,1,0.0955,0.0561,0.0,0.113,0.871,97.743,4
Warlocks,Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",205733,51,0.671,0.984,7,-2.381,1,0.0955,0.0561,0.0,0.113,0.871,97.743,4
Look Around,I'm with You,Red Hot Chili Peppers,2011-08-29,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",208000,60,0.56,0.953,7,-2.372,0,0.0851,0.005,1.6e-05,0.226,0.519,111.911,4
Wet Sand,Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",309800,64,0.313,0.753,4,-3.921,0,0.0285,0.0313,2.25e-06,0.142,0.514,176.748,4
Weird Fishes / Arpeggi,Live from Beacon Theatre,Umphrey's McGee,2013-02-07,['jam band'],438880,38,0.294,0.625,11,-10.014,0,0.0366,0.44,0.281,0.611,0.329,157.493,4
Perfect World,Blackfield,Blackfield,2004-02-22,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",232373,7,0.444,0.503,9,-8.747,0,0.0289,0.076,0.000168,0.283,0.163,131.001,4
Eye of the Tiger,Rocky IV,Various Artists,1985,[],245640,77,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,4
Migratory Birds,Settlers,Western Skies Motel,2016-04-22,['american primitive'],230466,37,0.372,0.323,10,-18.925,0,0.0331,0.897,0.915,0.109,0.338,180.064,4
Parachutes,Parachutes,Coldplay,2000-07-10,"['permanent wave', 'pop']",46200,58,0.555,0.0845,4,-18.348,1,0.0518,0.871,2.27e-06,0.138,0.375,136.978,4
Let's Disappear - Radio Edit,Let's Disappear,The Boxer Rebellion,2016-10-28,['indie rock'],235640,10,0.654,0.885,1,-6.261,1,0.0383,0.333,0.48,0.12,0.49,120.001,4
In The Waiting Line,Simple Things,Zero 7,2001,"['downtempo', 'electronica', 'nu jazz', 'trip hop']",271520,64,0.561,0.33,5,-13.51,1,0.0268,0.76,0.134,0.106,0.378,79.01,4
Dynamite,Rokstarr,Taio Cruz,2010-01-01,"['dance pop', 'edm', 'pop', 'pop rap']",203866,73,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968,4
Dynamite,Rokstarr,Taio Cruz,2010-01-01,"['dance pop', 'edm', 'pop', 'pop rap']",203866,73,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968,4
Powerlines,The Western States Motel,The Western States Motel,2007-01-01,[],173320,33,0.522,0.4,0,-10.695,1,0.0279,0.824,0.214,0.139,0.365,131.007,4
Makeba,Zanaka (Deluxe),Jain,2016-11-25,['french indie pop'],248986,57,0.825,0.663,2,-9.414,1,0.0687,0.423,0.415,0.286,0.417,116.051,4
Bones of Ribbon,Truth Is a Beautiful Thing (Deluxe),London Grammar,2017-06-09,"['metropopolis', 'nottingham indie']",274026,46,0.551,0.674,9,-6.09,1,0.0282,0.221,0.228,0.0907,0.275,135.963,4
Big Picture - Lindstrøm & Prins Thomas Remix,Big Picture (Remix) - EP,London Grammar,2017-02-24,"['metropopolis', 'nottingham indie']",514826,15,0.616,0.871,0,-6.85,1,0.0314,0.0515,0.484,0.132,0.398,118.995,4
Big Picture - Lindstrøm & Prins Thomas Remix,Big Picture (Remix) - EP,London Grammar,2017-02-24,"['metropopolis', 'nottingham indie']",514826,15,0.616,0.871,0,-6.85,1,0.0314,0.0515,0.484,0.132,0.398,118.995,4
Hours of Wealth,Ghost Reveries,Opeth,2005-08-30,"['alternative metal', 'death metal', 'metal', 'progressive metal', 'rock', 'swedish metal', 'swedish progressive metal']",320453,41,0.287,0.184,9,-14.591,0,0.0359,0.828,0.0654,0.105,0.109,138.614,4
Lately,Blackfield V,Blackfield,2017-02-10,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",205027,22,0.433,0.737,10,-8.957,1,0.0385,0.0102,0.00107,0.475,0.194,140.017,4
Lately,Blackfield V,Blackfield,2017-02-10,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",205027,22,0.433,0.737,10,-8.957,1,0.0385,0.0102,0.00107,0.475,0.194,140.017,4
Lately,Blackfield V,Blackfield,2017-02-10,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",205027,22,0.433,0.737,10,-8.957,1,0.0385,0.0102,0.00107,0.475,0.194,140.017,4
Lately,Blackfield V,Blackfield,2017-02-10,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",205027,22,0.433,0.737,10,-8.957,1,0.0385,0.0102,0.00107,0.475,0.194,140.017,4
Et sted,Riv i hjertet,Sondre Justad,2015-10-22,"['norges stemme', 'norwegian indie', 'norwegian pop', 'norwegian singer-songwriter']",194506,28,0.499,0.576,11,-8.134,0,0.0352,0.00912,4.07e-05,0.269,0.0787,96.097,4
Everyone's A Loser,Neveroddoreven,I Monster,2005-01-27,"['downtempo', 'electronica', 'trip hop']",195680,42,0.639,0.876,5,-6.074,0,0.0577,0.126,0.779,0.368,0.965,156.671,4
Heaven,Neveroddoreven,I Monster,2005-01-27,"['downtempo', 'electronica', 'trip hop']",237440,42,0.41,0.656,9,-6.97,1,0.0317,0.521,0.000344,0.103,0.0871,79.978,4
Who Is She ?,Neveroddoreven,I Monster,2005-01-27,"['downtempo', 'electronica', 'trip hop']",213373,44,0.396,0.801,1,-4.014,0,0.0411,0.0742,0.00907,0.0925,0.105,152.701,4
"Bosses Hang, Pt. III",Luciferian Towers,Godspeed You! Black Emperor,2017-09-22,"['canadian post-rock', 'double drumming', 'instrumental post-rock', 'post-rock']",324812,33,0.223,0.75,10,-8.924,1,0.0499,0.149,0.545,0.102,0.0847,125.354,3
Seasons (Waiting On You),Singles,Future Islands,2014-03-24,"['alternative dance', 'baltimore indie', 'chillwave', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']",226440,66,0.498,0.721,10,-5.232,1,0.0282,0.136,0.7,0.0933,0.589,140.027,4
Seasons,Singles - Original Motion Picture Soundtrack,Various Artists,1992-06-02,[],345133,52,0.48,0.384,10,-12.705,1,0.0304,0.181,0.105,0.124,0.194,152.184,4
My Only Swerving,El Ten Eleven,El Ten Eleven,2005-09-20,"['american post-rock', 'instrumental post-rock', 'post-rock']",314586,51,0.521,0.627,4,-11.863,1,0.0471,0.109,0.829,0.122,0.139,171.84,4
My Only Swerving,El Ten Eleven,El Ten Eleven,2005-09-20,"['american post-rock', 'instrumental post-rock', 'post-rock']",314586,51,0.521,0.627,4,-11.863,1,0.0471,0.109,0.829,0.122,0.139,171.84,4
Another Kind Of Green - Live In Concert,TRY!,John Mayer Trio,2005-09-19,['modern blues'],279973,47,0.408,0.623,4,-8.054,1,0.0312,0.43,0.00105,0.707,0.371,183.202,3
250 Miles,Brain Cycles,Radio Moscow,2009-04-14,"['blues rock', 'garage rock', 'modern blues rock', 'punk blues', 'rock', 'space rock', 'stoner rock']",292000,52,0.467,0.422,9,-11.077,0,0.0703,0.238,0.169,0.096,0.588,76.818,4
250 Miles,Brain Cycles,Radio Moscow,2009-04-14,"['blues rock', 'garage rock', 'modern blues rock', 'punk blues', 'rock', 'space rock', 'stoner rock']",292000,52,0.467,0.422,9,-11.077,0,0.0703,0.238,0.169,0.096,0.588,76.818,4
250 Miles,Brain Cycles,Radio Moscow,2009-04-14,"['blues rock', 'garage rock', 'modern blues rock', 'punk blues', 'rock', 'space rock', 'stoner rock']",292000,52,0.467,0.422,9,-11.077,0,0.0703,0.238,0.169,0.096,0.588,76.818,4
250 Miles,Brain Cycles,Radio Moscow,2009-04-14,"['blues rock', 'garage rock', 'modern blues rock', 'punk blues', 'rock', 'space rock', 'stoner rock']",292000,52,0.467,0.422,9,-11.077,0,0.0703,0.238,0.169,0.096,0.588,76.818,4
250 Miles,Brain Cycles,Radio Moscow,2009-04-14,"['blues rock', 'garage rock', 'modern blues rock', 'punk blues', 'rock', 'space rock', 'stoner rock']",292000,52,0.467,0.422,9,-11.077,0,0.0703,0.238,0.169,0.096,0.588,76.818,4
Tip Toes,3,half•alive,2017-04-24,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",195047,61,0.68,0.789,5,-5.589,1,0.159,0.039,3.75e-06,0.112,0.54,130.029,4
Weird Fishes/Arpeggi,Adbekunkus,Sebastián Codex,2015,[],333162,36,0.497,0.448,11,-10.482,0,0.0342,0.336,0.718,0.119,0.0973,151.994,4
Goodnight Irene,Old Sock,Eric Clapton,2013-03-12,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",263306,16,0.379,0.503,9,-7.032,1,0.0292,0.796,1.18e-06,0.197,0.408,108.505,3
Goodnight Irene,Old Sock,Eric Clapton,2013-03-12,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",263306,16,0.379,0.503,9,-7.032,1,0.0292,0.796,1.18e-06,0.197,0.408,108.505,3
Pipeline,Guitar in the Space Age,Bill Frisell,2014-10-06,"['contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz guitar']",426173,47,0.395,0.691,9,-11.898,0,0.0392,0.385,0.903,0.132,0.0968,128.879,4
Heartland,Free Flying,Fred Hersch,2013,"['contemporary jazz', 'contemporary post-bop', 'cool jazz', 'ecm-style jazz', 'jazz piano', 'modern jazz piano', 'stride']",297720,11,0.448,0.191,0,-16.794,1,0.0437,0.992,0.919,0.676,0.157,122.292,4
Heartland,Free Flying,Fred Hersch,2013,"['contemporary jazz', 'contemporary post-bop', 'cool jazz', 'ecm-style jazz', 'jazz piano', 'modern jazz piano', 'stride']",297720,11,0.448,0.191,0,-16.794,1,0.0437,0.992,0.919,0.676,0.157,122.292,4
Double Stops,World's Fair,Julian Lage,2015-02-03,"['contemporary jazz', 'jazz fusion', 'jazz guitar']",110160,23,0.421,0.147,6,-21.631,1,0.0473,0.985,0.947,0.128,0.495,110.081,4
Missouri,World's Fair,Julian Lage,2015-02-03,"['contemporary jazz', 'jazz fusion', 'jazz guitar']",251613,34,0.4,0.263,5,-14.982,1,0.0462,0.935,0.926,0.123,0.102,127.919,4
Brief Encounter,Still Life,Dawn Golden,2014-05-16,"['lo star', 'vapor pop']",323133,34,0.477,0.341,3,-9.98,1,0.0296,0.903,0.709,0.0962,0.0517,103.093,4
Dog Years,Now That The Light Is Fading,Maggie Rogers,2017-02-16,"['electropop', 'pop']",277506,60,0.644,0.561,9,-7.118,1,0.0318,0.234,0.00359,0.104,0.0615,95.014,4
Better,Now That The Light Is Fading,Maggie Rogers,2017-02-16,"['electropop', 'pop']",214973,52,0.582,0.524,5,-8.954,1,0.0358,0.209,0.113,0.347,0.0706,107.973,4
Battered at a Scramble,Every Country's Sun,Mogwai,2017-09-01,"['british post-rock', 'cosmic post-rock', 'post-rock']",242786,18,0.126,0.843,5,-4.86,1,0.0542,2.49e-05,0.638,0.133,0.117,89.73,4
Good Time - Live From Spotify NYC,Spotify Sessions,Owl City,2012-01-01,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",204493,20,0.459,0.678,0,-8.483,1,0.0368,0.626,0.0,0.831,0.704,122.265,4
My Little Boat,Lifenotes,Clem Leek,2011-10-25,"['compositional ambient', 'focus', 'nu age']",120000,17,0.482,0.13,4,-19.432,1,0.0396,0.992,0.914,0.0823,0.133,119.618,3
Bones,"Once In a Long, Long While...",Low Roar,2017-04-14,['icelandic indie'],169805,47,0.508,0.411,11,-9.857,0,0.0386,0.255,0.00981,0.162,0.353,69.995,3
Heaven,Lakeside,New Navy,2015-07-31,"['australian indie', 'shimmer pop']",298532,25,0.628,0.497,9,-9.637,0,0.0301,0.241,0.00289,0.135,0.739,144.014,4
Raining Flowers,Raining Flowers,Gerald Situmorang,2019-04-19,['indonesian folk'],190377,38,0.208,0.35,7,-11.932,1,0.033,0.983,0.854,0.112,0.0842,189.93,3
